first_index,all_indices,title_hi,title_en,youtube_url,tags
708,708,नारायण कवच अंश,Narayan Kavach Ansh,https://youtu.be/DwFMQONuLhE?si=uBOqcwcFYUeGy5XH,"Health, Mantra"
709,709,संकट नाशन गणेश स्तोत्र,Sankat Naashan Ganesh Stotra,https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn,"GaneshChaturthi, GaneshJi, Health, Strotam, Success, Wealth"
710,710,शिव आरोग्य स्तुति,Shiv Arogya Stuti,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF,"Happiness, Health, Stuti, Success"
711,711,हनुमान स्तुति,Hanuman Stuti,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,"HanumanJayanti, HanumanJi, Happiness, Health, Mantra, Shloka, Stuti, Success"
712,712,सूर्य स्तुति,Surya Stuti,https://youtu.be/BIK_VYd2RQw?si=XrxIX1rsAAm4V_V9,"Health, Stuti, Success"
713,"713, 741",दुर्गा स्तुति,Durga Stuti,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c,"DurjaJi, Health, Mantra, Stuti, Success"
714,714,राम स्तुति,Ram Stuti,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8,"Aarti, Bhajan, Diwali, Dussehra, Happiness, Health, Knowledge, Peace, RamNavami, Strotam, Stuti, Success"
717,"717, 742",विष्णु स्तुति,Vishnu Stuti,https://youtu.be/NE3SWh9_vR4?si=z8FGFGAzZeFHBd2I,"Aarti, Diwali, Dussehra, Health, Janmashtami, Stuti, Success, VishnuJi"
718,718,लक्ष्मी आरोग्य स्तुति,Lakshmi Arogya Stuti,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9,"Health, LoveAndRelationship, Stuti, Success"
719,719,आरोग्य श्लोक,Arogya Shlok,https://youtu.be/OKRVaXU01kI?si=iCg0c1WVrhyIyDez,"DurjaJi, Health, Mantra, Shloka"
720,720,धन्वंतरि श्लोक,Dhanvantari Shlok,https://youtu.be/XznbEuVKbnM?si=LcYYZQU9j-q5szJI,"Health, Shloka"
722,722,हनुमान स्वास्थ्य,Hanuman Swasthya,https://youtu.be/FUpzgvsWkL8?si=IR8jegQlpVL8NtTl,"HanumanJayanti, HanumanJi, Health, Mantra, Shloka"
723,723,अश्विनी कुमार,Ashwini Kumar,https://youtu.be/j8l2aX86Ouk?si=dHrlQKdAK2KKrQCo,"Health, Mantra, Shloka"
724,724,रोग निवारण,Rog Nivaran,https://youtu.be/MJwg2dRnBeQ?si=tgA7oiR_v6rXAlZV,"Health, Mantra, Shloka"
725,725,विष्णु हीलिंग,Vishnu Healing,https://youtu.be/ngn4Rfu1ZJU?si=tAl2MMlPP8oVmFi7,"Health, Shloka"
726,726,प्राण श्लोक,Prana Shlok,https://youtu.be/qaWHPvFHMTQ?si=AB1sQ2t8QpP0RPjR,"Health, Shloka"
727,727,भोजन आरोग्य,Bhojan Arogya,https://youtu.be/rtuZZ6pqlW8?si=FtlMEVq6H4tdgQEQ,"Health, Shloka"
729,729,महालक्ष्मी मंत्र,Mahalakshmi Mantra,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf,"Diwali, Happiness, LakshmiJi, Mantra, Peace, Success, Wealth"
733,733,सूर्य मंत्र,Surya Mantra,https://youtu.be/kOgaTaFcgjU?si=JDvMuvOFUXbD0Icu,"Knowledge, Mantra, Success"
734,734,विष्णु मंत्र,Vishnu Mantra,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,"Janmashtami, KrishnaJi, Mantra, Success"
735,735,दुर्गा मंत्र,Durga Mantra,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88,"Happiness, LoveAndRelationship, Mantra, Stuti, Success"
736,736,कुबेर मंत्र,Kuber Mantra,https://youtu.be/IKGvPex_NQM?si=xMEMFFJwC-anq-r8,"Mantra, Shloka, Success, Wealth"
739,739,महालक्ष्मी स्तुति,Mahalakshmi Stuti,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9,"Health, LoveAndRelationship, Stuti, Success"
740,740,आदित्य स्तुति,Aditya Stuti,https://youtu.be/BIK_VYd2RQw?si=XrxIX1rsAAm4V_V9,"Health, Stuti, Success"
743,743,हमको मन की शक्ति देना,Humko Man Ki Shakti Dena,https://youtu.be/kLsTGj_BrzA?si=ayltyP-BnUnCaP9h,"Bhajan, Success"
744,744,जग में सुंदर हैं दो नाम,Jag Mein Sundar Hain Do Naam,https://youtu.be/d-jNUB84poM?si=9KzaBmCLsS10eoyb,"Bhajan, Success"
746,746,प्रभु जी तुम चंदन हम पानी,Prabhu Ji Tum Chandan Hum Paani,https://youtu.be/mhK03kecgr0?si=Sngj8gaqnxIXRDkx,"Bhajan, Success"
747,747,जय हनुमान ज्ञान गुन सागर,Jai Hanuman Gyan Gun Sagar,https://youtu.be/HSmjdnH8gQs?si=o6UWgxSp3h1GflBN,"Bhajan, Success"
748,748,कर्म श्लोक,Karm Shlok,https://youtu.be/m0VD0vSXNXQ?si=rYvcj8atb4ReJtxk,"KrishnaJi, Shloka, Success"
749,749,विजय श्लोक,Vijay Shlok,https://youtube.com/shorts/b-NuoK3gfuc?si=PHObrCIYkVvrbSJ6,"Shloka, Success"
750,750,बुद्धि श्लोक,Buddhi Shlok,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,"Diwali, Happiness, Health, Knowledge, Mantra, Peace, Shloka, Success"
751,751,विद्या श्लोक,Vidya Shlok,https://youtube.com/shorts/Asb3NCYzDnM?si=2Ip-bhoGeriuglXN,"Happiness, Shloka, Success"
752,752,संकल्प श्लोक,Sankalpa Shlok,https://youtu.be/WCcW1Efq3W4?si=-ql30mOBC_JbYjXP,"Shloka, Success, Wealth"
753,753,शांति-विजय,Shanti-Vijay,https://youtu.be/vfzibQrVPoM?si=y7xPU6cE7-JtCkvc,"Peace, Shloka, Success"
754,754,गुरु कृपा,Guru Kripa,https://youtube.com/shorts/fGShWlmiDyE?si=sHBTIs2BRo6Bf0Pj,"Happiness, Shloka, Success"
756,756,लक्ष्मी बीज मंत्र,Lakshmi Beej Mantra,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf,"Diwali, Happiness, LakshmiJi, Mantra, Peace, Success, Wealth"
757,757,कुबेर मंत्र,Kuber Mantra,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf,"Diwali, Happiness, LakshmiJi, Mantra, Peace, Success, Wealth"
759,759,वक्रतुण्ड महाकाय,Vakratunda Mahakaya,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw,"Bhajan, Diwali, GaneshChaturthi, Happiness, Mantra, Shloka, Success"
760,760,लक्ष्मी गायत्री,Lakshmi Gayatri,https://youtu.be/HeqiNrjiCfk?si=EyUBWgbK16-rLLp0,"Diwali, LakshmiJi, Mantra, Wealth"
762,762,गणेश मूल मंत्र,Ganesh Mool Mantra,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,"Diwali, GaneshChaturthi, GaneshJi, Happiness, Knowledge, Mantra, Peace, Success"
764,764,विष्णु वंदना,Vishnu Vandana,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,"Diwali, Knowledge, Mantra, Stuti, VishnuJi"
766,766,ओम जय लक्ष्मी माता,Om Jai Lakshmi Mata,https://youtu.be/zdZ67AM47u8?si=Ff03RfC0f0Fll-oI,"Aarti, Diwali, Wealth"
767,"767, 788",जय गणेश देवा,Jai Ganesh Deva,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx,"Aarti, Diwali, GaneshJi, Janmashtami, Stuti"
769,769,श्री कुबेर आरती,Shri Kuber Aarti,https://youtu.be/c0J1WntPaDg?si=PMqDiJZ9LjbiqiFk,"Aarti, Diwali, Wealth"
771,771,श्री राम चंद्र कृपालु भजु मन,Shri Ram Chandra Kripalu Bhaju Man,https://youtu.be/EiBdfBciDA0?si=nmwSs611cJ-RuV8D,"Diwali, Stuti"
772,772,मैया लक्ष्मी जी की अमृतवाणी,Maiya Lakshmi Ji Ki Amritwani,https://youtu.be/dHaorYzhsMQ?si=-1r8kafoFsK3S4_k,"Diwali, Stuti"
777,777,विष्णु सहस्रनाम,Vishnu Sahasranama,https://youtu.be/EvzntcbyjFU?si=hm8jdvkNsk7IYzFJ,"Diwali, Dussehra, Strotam, Stuti"
778,778,मूल मंत्र,Mool Mantra,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,"Janmashtami, KrishnaJi, Mantra, Success"
780,780,संतान गोपाल मंत्र,Santan Gopal Mantra,https://youtube.com/shorts/U5XZNBFMFm4?si=ZQOWvCHdZfFJKL7h,"Janmashtami, Mantra"
781,781,कृष्ण बीज मंत्र,Krishna Beej Mantra,https://youtu.be/WqiKUywr55o?si=sx_88WGHIxnkZoNM,"Janmashtami, KrishnaJi, Mantra"
782,782,क्लेश नाशक मंत्र,Klesh Nashak Mantra,https://youtu.be/OLWnCrUl6yA?si=yTdHh02DhHtKHuLe,"Janmashtami, Mantra"
783,783,शरण मंत्र,Sharan Mantra,https://youtu.be/1y2tRqtND1Y?si=j1s6RWWKKwE9EShB,"Happiness, Janmashtami, KrishnaJi, Mantra, Peace"
784,784,गोविंद मंत्र,Govind Mantra,https://youtu.be/0grOjMCVG_w?si=Hnt_Ffu39XgFWHSn,"Janmashtami, Mantra"
787,787,आरती कुंज बिहारी की,Aarti Kunj Bihari Ki,https://youtu.be/EMO1AT1UQf0?si=MkZfeLJzerN3VqU3,"Aarti, Janmashtami, KrishnaJi"
789,789,बांके बिहारी की आरती,Banke Bihari Ki Aarti,https://youtu.be/6LO2PRgbutc?si=5jlVXHicQQJxmGEG,"Aarti, Bhajan, Janmashtami, KrishnaJi, RamNavami"
791,791,मधुराष्टकम (अधरं मधुरं),Madhurashtakam (Adharam Madhuram),https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO,"Janmashtami, LoveAndRelationship, Mantra, Peace, Strotam, Stuti"
793,793,यशोमती मैया से बोले नंदलाला,Yashomati Maiya Se Bole Nandlala,https://youtu.be/RIYVVqu2XY4?si=zZcShWvTzV_kAWCQ,"Bhajan, Happiness, Janmashtami, Stuti"
794,794,गोविन्द बोलो हरि गोपाल बोलो,Govind Bolo Hari Gopal Bolo,https://youtu.be/QUw-FAmmaGw?si=EXBCGPVYhs5y2T4D,"Janmashtami, Stuti"
795,795,नंद के आनंद भयो जय कन्हैया लाल की,Nand Ke Anand Bhayo Jai Kanhaiya Lal Ki,https://youtu.be/dUJG4REgj8o?si=FEiQaZGLOw08y30s,"Janmashtami, Stuti"
797,797,मेरे बांके बिहारी लाल,Mere Banke Bihari Lal,https://youtu.be/P1R6Bk0C_BM?si=inh8vmHBJW8J7oYN,"Janmashtami, Stuti"
798,798,श्री कृष्ण गोविन्द हरे मुरारी,Shri Krishna Govind Hare Murari,https://youtu.be/ne3Mjg1M-Uo?si=xT7OOKlB5SXv2bDf,"Janmashtami, Stuti"
799,799,ऐसी लागी लगन मीरा हो गई मगन,Aisi Lagi Lagan Meera Ho Gayi Magan,https://youtu.be/dnCE-kSHES0?si=yTCI8n72etTZr0XL,"Bhajan, Happiness, Janmashtami, LoveAndRelationship, Stuti, Success"
800,800,राम रक्षा कवच मंत्र,राम रक्षा कवच मंत्र,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,"Dussehra, Health, Mantra, RamNavami, Ramji, Shloka, Strength, Strotam, Success, Wealth"
801,801,राम रक्षा स्तोत्र,राम रक्षा स्तोत्र,https://youtu.be/EMeSTcffrEI?si=Le3PQ2ZAfKVecpc4,"Strength, Strotam"
802,802,पंचमुखी हनुमान कवच,पंचमुखी हनुमान कवच,https://youtu.be/BzPbfftJ8Ho?si=P8Ys7ZeqbXwkIgDP,"HanumanJayanti, Strength, Strotam"
803,803,दुर्गा सप्तश्लोकी,दुर्गा सप्तश्लोकी,https://youtu.be/bwTk15-oRys?si=f4hVOcSw7hJxd58b,"Strength, Strotam"
804,804,नृसिंह स्तोत्रम,नृसिंह स्तोत्रम,https://youtu.be/RLNrZUy6Ydo?si=lEGDZ8CTRcLnTbWK,"Strength, Strotam"
805,805,कालभैरव अष्टकम,कालभैरव अष्टकम,https://youtu.be/BsEqI1NZA-E?si=BvvWKg3Y9kURK_Uu,"Strength, Strotam"
806,806,महिषासुर मर्दिनी,महिषासुर मर्दिनी,https://youtu.be/4CKpFcQdJXk?si=HP-4pCLpQdu_xZpV,"DurjaJi, Strength, Strotam"
807,807,आदित्य हृदय स्तोत्र,आदित्य हृदय स्तोत्र,https://youtu.be/invPCYDaWUE?si=0CRahD-R2NNXDnCu,"Dussehra, Health, RamNavami, Ramji, Strength, Strotam, Success"
808,808,सुदर्शन अष्टकम,सुदर्शन अष्टकम,https://youtu.be/0KRtx2CxXo8?si=ABjvz1r2s-Yy7cTA,"Strength, Strotam"
809,809,अर्गला स्तोत्र,अर्गला स्तोत्र,https://youtu.be/YD0eXOX6gbo?si=imwcbkJIn2dnyT97,"DurjaJi, Strength, Strotam"
810,810,शिव तांडव स्तोत्र,शिव तांडव स्तोत्र,https://youtu.be/S980-z1qx3g?si=skvwCt7XGHenuWbP,"MahaShivratri, Shivji, Strength, Strotam"
811,811,नृसिंह कवच,नृसिंह कवच,https://youtu.be/AafMDVg6W94?si=f4-0vp9yvV0pyLGk,"Strength, Strotam"
812,812,देवी कवच,देवी कवच,https://youtu.be/rqgvyF9LBHk?si=Q2TMKsuJzBA3pvYX,"Strength, Strotam"
813,813,हनुमान अष्टकम,हनुमान अष्टकम,https://youtu.be/HH_a6aRO1TE?si=k0J6WxtRY4t4yhi1,"Ashtakam, Bhajan, HanumanJayanti, HanumanJi, Strength, Strotam, Success"
814,814,महाकाली स्तोत्र,महाकाली स्तोत्र,https://youtu.be/7wsmGmotCIE?si=wo9dJcGTmbVuH9CG,"Strength, Strotam"
815,815,कार्तिकेय कवच,कार्तिकेय कवच,https://youtu.be/AQc1UVfxpY0?si=BYDIeeQL-JBS_CpL,"Strength, Strotam"
816,816,विष्णु सहस्रनाम,विष्णु सहस्रनाम,https://youtu.be/zKC17254flc?si=yopAvgJ5ioKqpPJq,"Strength, Strotam, VishnuJi"
817,817,आपदामपहर्तारं दातारं सर्वसंपदाम्,आपदामपहर्तारं दातारं सर्वसंपदाम्,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,"Dussehra, Health, Mantra, RamNavami, Ramji, Shloka, Strength, Strotam, Success, Wealth"
818,"818, 820, 841, 910",आदित्य हृदय स्तोत्र,आदित्य हृदय स्तोत्र,https://youtu.be/invPCYDaWUE?si=-cwsyKTg-INmshaY,"Dussehra, Health, RamNavami, Ramji, Strength, Strotam, Success"
819,"819, 821, 840, 909",राम रक्षा स्तोत्र,राम रक्षा स्तोत्र,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,"Dussehra, Health, Mantra, RamNavami, Ramji, Shloka, Strength, Strotam, Success, Wealth"
822,822,ठुमक चलत रामचंद्र,ठुमक चलत रामचंद्र,https://youtu.be/PT1CwFIoc98?si=xAYsyfQq1WC7E0z_,"Bhajan, Diwali, Dussehra, Ramji, Stuti"
823,823,श्री राम का आगमन,श्री राम का आगमन,https://youtu.be/tj6yKxSPQZQ?si=_x0KiFTx5Dwnc27J,"Diwali, Katha"
824,824,नरकासुर वध,नरकासुर वध,https://youtu.be/V5bvJlR38xE?si=Cmm8uCXgEtB9CWux,"Diwali, Katha"
825,825,माता लक्ष्मी का अवतार,माता लक्ष्मी का अवतार,https://youtu.be/BL5lLnsLUrA?si=gbst_MpkoyNGs-vd,"Diwali, Katha, LakshmiJi"
826,826,श्री कृष्ण का जन्म,श्री कृष्ण का जन्म,https://youtu.be/DCkMeVhmiC4?si=yxxvmUMREHx5iv2a,"Janmashtami, Katha, KrishnaJi"
827,827,पूतना वध की कथा,पूतना वध की कथा,https://youtu.be/s6eY3KmckxM?si=snJjDcySedBSkWXG,"Janmashtami, Katha"
828,828,गोवर्धन पर्वत की कथा,गोवर्धन पर्वत की कथा,https://youtu.be/mmVbmowFswQ?si=4Pq4-LiYvLPJNzNH,"Janmashtami, Katha, KrishnaJi"
829,829,कालिया नाग मर्दन,कालिया नाग मर्दन,https://youtu.be/RsBjj-D9yNA?si=V-Ft5Yq0hG1iLEl7,"Janmashtami, Katha"
830,830,विजय मंत्र,विजय मंत्र,https://youtu.be/CA8RcKyO0Y4?si=lQGTY9Ov96Uhu8JI,"Dussehra, Mantra, RamNavami, Ramji"
831,831,अपराजिता मंत्र,अपराजिता मंत्र,https://youtu.be/L1thhiT_Hq0?si=p77WkcVu8MRuE5Mk,"Dussehra, Mantra"
832,832,भय नाशक मंत्र,भय नाशक मंत्र,https://youtu.be/snRINfVgunw?si=OBhIF1xWjPyu43K6,"Dussehra, Mantra, RamNavami"
833,833,शक्तिदायक मंत्र,शक्तिदायक मंत्र,https://youtu.be/jB4aaP2X7S4?si=m9_aarWrjCpP8nDx,"DurjaJi, Dussehra, Mantra, Peace, Strength"
834,834,सिद्धि मंत्र,सिद्धि मंत्र,https://youtu.be/vlc0vWvSrOM?si=kqXnkvDI7kec51Je,"Dussehra, HanumanJayanti, MahaShivratri, Mantra"
835,835,ग्रह दोष निवारण,ग्रह दोष निवारण,https://youtu.be/sRjLbmFjjQ0?si=BflcnYp06jrhbI1r,"Dussehra, Mantra, Ramji"
836,836,राम गायत्री मंत्र,राम गायत्री मंत्र,https://youtu.be/7jwEnIwT_kk?si=Mm_qCEbi9iNrHK62,"Dussehra, Mantra"
837,837,श्री रामचंद्र कृपालु भजु मन,श्री रामचंद्र कृपालु भजु मन,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8,"Aarti, Bhajan, Diwali, Dussehra, Happiness, Health, Knowledge, Peace, RamNavami, Strotam, Stuti, Success"
838,838,आरती कीजै रामलला की,आरती कीजै रामलला की,https://youtu.be/3_QR2HxO3N4?si=Yits6lNC08jSD5UK,"Aarti, Dussehra"
839,839,अम्बे तू है जगदम्बे काली,अम्बे तू है जगदम्बे काली,https://youtu.be/dVTUUtOHUCA?si=Kos_i0o8NA3VrmOj,"Aarti, DurjaJi, Dussehra, Strotam"
842,842,महिषासुर मर्दिनी,महिषासुर मर्दिनी,https://youtu.be/dVTUUtOHUCA?si=Kos_i0o8NA3VrmOj,"Aarti, DurjaJi, Dussehra, Strotam"
843,"843, 911",मंगल भवन अमंगल हारी,मंगल भवन अमंगल हारी,https://youtu.be/0rWQi2OWezo?si=B6lBpLuUPknXnb2D,"Bhajan, Dussehra, RamNavami"
844,844,मेरे सरकार आए हैं,मेरे सरकार आए हैं,https://youtu.be/ukq70I4YDP8?si=iYTlYHdKfxHOlv8_,"Bhajan, Dussehra"
845,845,सुख के सब साथी,सुख के सब साथी,https://youtu.be/4VqeqbzJxbc?si=0n0edKyje9U0o6le,"Bhajan, Dussehra"
846,846,ठुमक चलत रामचंद्र,ठुमक चलत रामचंद्र,https://youtu.be/PT1CwFIoc98?si=Il-i74wqg1etBqxF,"Bhajan, Diwali, Dussehra, Ramji, Stuti"
847,847,दुनिया चले ना श्री राम,दुनिया चले ना श्री राम,https://youtu.be/sDhrWWWBQLI?si=q8A3dtzw-Pz1pxK1,"Bhajan, Dussehra, HanumanJayanti, HanumanJi"
848,848,राम जी का नाम लेकर,राम जी का नाम लेकर,https://youtu.be/rPUuIMR7IJg?si=Ih0RY7ld8sJvMgQ6,"Bhajan, Dussehra, HanumanJayanti"
849,849,कभी राम बनके कभी श्याम,कभी राम बनके कभी श्याम,https://youtu.be/mZjySBOJj10?si=hNqlQH7zayev0e3e,"Bhajan, Dussehra"
850,850,रावण वध,रावण वध,https://youtu.be/MtbVsknZP-A?si=uMbJViu_PvND-iuY,"Dussehra, Katha, Ramji"
851,851,महिषासुर मर्दन,महिषासुर मर्दन,https://youtu.be/897iHQ6bPbU?si=yutaXaaJ0l7YzH9U,"Dussehra, Katha"
852,852,पंचाक्षरी मंत्र,पंचाक्षरी मंत्र,https://youtube.com/shorts/AK-fDVxDV6A?si=hJqXBNcFgGpUmF7A,"Happiness, MahaShivratri, Mantra, NahaneKeBaad"
853,853,रुद्र गायत्री मंत्र,रुद्र गायत्री मंत्र,https://youtu.be/ytV08faCJwg?si=eXY_cZGO-FsueNS1,"MahaShivratri, Mantra, Shivji"
854,854,करपूर गौरं मंत्र,करपूर गौरं मंत्र,https://youtube.com/shorts/IPmuTHmizWo?si=XZ2PxqPnPCnTi9QR,"Happiness, MahaShivratri, Mantra, Shloka"
855,855,महाकाल मंत्र,महाकाल मंत्र,https://youtu.be/vlc0vWvSrOM?si=kqXnkvDI7kec51Je,"Dussehra, HanumanJayanti, MahaShivratri, Mantra"
856,856,कार्य सिद्धि मंत्र,कार्य सिद्धि मंत्र,https://youtu.be/Ly_Md1OOyTE?si=ni-k1rrLMF2suMfD,"LoveAndRelationship, MahaShivratri, Mantra, Shivji"
857,857,शिव ताण्डव स्तोत्र,शिव ताण्डव स्तोत्र,https://youtu.be/S980-z1qx3g?si=mdxNJBopqX3nNpBz,"MahaShivratri, Shivji, Strength, Strotam"
858,858,शिव रुद्राष्टकम,शिव रुद्राष्टकम,https://youtu.be/8xvbnfVIJL4?si=_w4OfD0T9j_4Ro1r,"MahaShivratri, Peace, Strotam, Stuti"
859,859,लिंगाष्टकम,लिंगाष्टकम,https://youtu.be/6D1FdZczNXI?si=HhkiWFaq0I_CSFs-,"MahaShivratri, Strotam"
860,860,द्वादश ज्योतिर्लिंग स्तोत्र,द्वादश ज्योतिर्लिंग स्तोत्र,https://youtu.be/QgkBIoUeAa0?si=etWL2dCG7qHJW8UX,"MahaShivratri, Strotam"
861,861,शिव पंचाक्षर स्तोत्र,शिव पंचाक्षर स्तोत्र,https://youtu.be/xFvfdjw2eno?si=d8Bz_map05AF4Ekj,"MahaShivratri, Strotam"
862,862,बिल्वाष्टकम,बिल्वाष्टकम,https://youtu.be/s9o8JD8PU6w?si=NdbU-vNmPd5XXH0H,"MahaShivratri, Strotam"
863,863,शिव महिम्न स्तोत्र,शिव महिम्न स्तोत्र,https://youtu.be/xaKaZvgkKm8?si=S78-0Gmt-ZokKrpm,"MahaShivratri, Strotam"
864,864,वेदसार शिव स्तोत्र,वेदसार शिव स्तोत्र,https://youtu.be/cNvPNnhiSo8?si=8xy43ALgaQcYsQV-,"MahaShivratri, Strotam"
865,865,महामृत्युंजय स्तोत्र,महामृत्युंजय स्तोत्र,https://youtu.be/OV9LXGOXjgs?si=9xpVAx95c3g2zoh6,"Happiness, Health, MahaShivratri, Mantra, Peace, Shivji, Shloka, Strength, Strotam"
866,866,मेरा भोला है भंडारी,मेरा भोला है भंडारी,https://youtu.be/gaJR15qWTDA?si=YjZV_xqQyOwRcX-i,"Bhajan, MahaShivratri"
867,867,शिव कैलाशों के वासी,शिव कैलाशों के वासी,https://youtu.be/PlIoHp6v3LI?si=5OhUwGm9BeenQ6AQ,"Bhajan, MahaShivratri"
868,868,मन मेरा मंदिर शिव मेरी पूजा,मन मेरा मंदिर शिव मेरी पूजा,https://youtu.be/S6HFRZmZrTI?si=l6hw1fGuaYEXLM0K,"Bhajan, MahaShivratri"
869,869,सत्यम शिवम सुंदरम,सत्यम शिवम सुंदरम,https://youtu.be/3HwifzYsSeA?si=3-gdKJEEngGEIV6f,"Bhajan, MahaShivratri"
870,870,नगर में जोगी आया,नगर में जोगी आया,https://youtu.be/awGyMNeThgQ?si=ADmIyULOAZL2gy7C,"Bhajan, MahaShivratri"
871,871,भोले ओ भोले,भोले ओ भोले,https://youtu.be/zkUxRCOUWVo?si=iB21dUCzH49ADVXn,"Bhajan, MahaShivratri"
872,872,ऐसी सुबह ना आए,ऐसी सुबह ना आए,https://youtu.be/rNSfDMxWHG8?si=6whX6JaH6V_vfSA4,"Bhajan, MahaShivratri"
873,873,बम लहरी,बम लहरी,https://youtu.be/iR8cieM-CFs?si=p13R2NEb8EoWiSTR,"Bhajan, MahaShivratri"
874,874,शिव जी सत्य है,शिव जी सत्य है,https://youtu.be/kR4LMcp_AFI?si=fzx4iasop3dNiy4s,"Bhajan, MahaShivratri"
875,875,शिव पार्वती विवाह की संपूर्ण कथा,शिव पार्वती विवाह की संपूर्ण कथा,https://youtu.be/HHtMKIeMBAk?si=eUWok9Kg2Onxu6Il,"Katha, MahaShivratri"
876,876,विनायक मंत्र,विनायक मंत्र,https://youtu.be/cidhzMLBUPQ?si=fXMWhEu5ZeeOpj3l,"GaneshChaturthi, GaneshJi, Mantra"
877,877,सिद्धि विनायक मंत्र,सिद्धि विनायक मंत्र,https://youtu.be/WawKv8E20KA?si=x3wVEkjdEi04Isk0,"GaneshChaturthi, Mantra"
878,878,गणेश गायत्री मंत्र,गणेश गायत्री मंत्र,https://youtu.be/dkVlpm1mKFI?si=vJFkS8R3-PMxX_Ji,"Diwali, GaneshChaturthi, GaneshJi, Mantra"
879,879,निर्विघ्न मंत्र,निर्विघ्न मंत्र,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw,"Bhajan, Diwali, GaneshChaturthi, Happiness, Mantra, Shloka, Success"
880,880,ऋद्धि-सिद्धि मंत्र,ऋद्धि-सिद्धि मंत्र,https://youtu.be/Qvu09XysxWw?si=2rCzQ7OWozkWCYhx,"GaneshChaturthi, Mantra"
881,881,लक्ष्मी-गणेश मंत्र,लक्ष्मी-गणेश मंत्र,https://youtu.be/nbfyD78Dke0?si=--jK-lqu9SvtXhzK,"GaneshChaturthi, GaneshJi, Mantra, Shloka"
882,882,गजानन मंत्र,गजानन मंत्र,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK,"GaneshChaturthi, Happiness, Health, LoveAndRelationship, Mantra, Stuti, Success"
883,883,संकटनाशन गणेश स्तोत्र,संकटनाशन गणेश स्तोत्र,https://youtu.be/aTFeZxXkL78?si=dnS6JCgCFy-zz_xG,"GaneshChaturthi, GaneshJi, Health, Strotam, Success, Wealth"
884,884,श्री गणेश पञ्चरत्नम्,श्री गणेश पञ्चरत्नम्,https://youtu.be/vYFOV9nj-_w?si=Fh10acxtqXypmgSV,"Ashtakam, GaneshChaturthi, GaneshJi, Knowledge, Strotam"
885,885,ऋणमोचन गणेश स्तोत्र,ऋणमोचन गणेश स्तोत्र,https://youtu.be/ZSdGIRPRca0?si=JCfj8Mp_WSFKabzU,"GaneshChaturthi, Strotam"
886,886,गणपति गकार स्तोत्र,गणपति गकार स्तोत्र,https://youtu.be/Ab04UFqu-Qs?si=Y71l_1lC5QwtYyiq,"GaneshChaturthi, Strotam"
887,887,गणेश कवच,गणेश कवच,https://youtu.be/av9FFShVYBU?si=cCKzcZmfK8byA0X8,"GaneshChaturthi, GaneshJi, Strotam"
888,888,लम्बोदर स्तोत्र,लम्बोदर स्तोत्र,https://youtu.be/DZkdEN1cf8o?si=AtgM9TK_H5Acd7yX,"GaneshChaturthi, Strotam"
889,889,गणेश द्वादशनाम स्तोत्र,गणेश द्वादशनाम स्तोत्र,https://youtu.be/mGhfk_LKRjg?si=5ukbYBvhM7eSwtoS,"GaneshChaturthi, Strotam"
890,890,देवा श्री गणेशा,देवा श्री गणेशा,https://youtu.be/RCCYorPLJmQ?si=BSLfeZMLzDux3CZE,"Bhajan, GaneshChaturthi"
891,891,सुखकर्ता दुखहर्ता,सुखकर्ता दुखहर्ता,https://youtu.be/gFr5p5AyuD0?si=d8JQg36LZDxyWjr3,"Aarti, Bhajan, GaneshChaturthi, GaneshJi"
