first_index,all_indices,title_hi,title_en,youtube_url,tags
892,892,घर में पधारो गजानन जी,घर में पधारो गजानन जी,https://youtu.be/nLUmRxc6140?si=TlXcstkGhRj6Ed0G,"Bhajan, GaneshChaturthi, GaneshJi"
893,893,गणपति अपने गांव चले,गणपति अपने गांव चले,https://youtu.be/wiIJr3qihaQ?si=5q_29OGfvhaHvRka,"Bhajan, GaneshChaturthi, GaneshJi"
894,894,गजानन श्री गणराया,गजानन श्री गणराया,https://youtu.be/fV8WIzEHD-E?si=27m-AHd4U1hn9Aq-,"Bhajan, GaneshChaturthi, GaneshJi"
895,895,ओ माय फ्रेंड गणेशा,ओ माय फ्रेंड गणेशा,https://youtu.be/gZ8YH3LuJRc?si=bCDFaHUgdYfKtW3f,"Bhajan, GaneshChaturthi"
896,896,मौर्य रे बाप्पा मौर्य रे,मौर्य रे बाप्पा मौर्य रे,https://youtu.be/8jff2wz3Hpk?si=QtQGpuxc7Mo_NdyC,"Bhajan, GaneshChaturthi, GaneshJi"
897,897,सिंदूर लाल चढ़ायो,सिंदूर लाल चढ़ायो,https://youtu.be/bo62sjQ0CmE?si=0zcZrViLINirsSiD,"Aarti, Bhajan, GaneshChaturthi, GaneshJi"
898,898,देवा हो देवा गणपति देवा,देवा हो देवा गणपति देवा,https://youtu.be/ftb-pobLDDM?si=LSvIGqH8yQzsJeRe,"Bhajan, GaneshChaturthi"
899,899,गणपति बप्पा मोरया (Title),गणपति बप्पा मोरया (Title),https://youtu.be/GiUkwTxsaYA?si=cScu8MSnQaP0GaX3,"Bhajan, GaneshChaturthi, GaneshJi"
900,900,राम मूल मंत्र,राम मूल मंत्र,https://youtu.be/CA8RcKyO0Y4?si=lQGTY9Ov96Uhu8JI,"Dussehra, Mantra, RamNavami, Ramji"
901,901,विजय मंत्र,विजय मंत्र,https://youtu.be/-1udu-1LpOo?si=pmbGDDSFyq5uJhX0,"Mantra, Peace, RamNavami, Ramji"
902,902,राम गायत्री मंत्र,राम गायत्री मंत्र,https://youtu.be/-FvHYW5-fYM?si=opkQTKdooyDA3-Yb,"Mantra, RamNavami"
903,903,विपत्ति नाशक मंत्र,विपत्ति नाशक मंत्र,https://youtu.be/snRINfVgunw?si=OBhIF1xWjPyu43K6,"Dussehra, Mantra, RamNavami"
904,904,शांति मंत्र,शांति मंत्र,https://youtu.be/-YVDlWff_5o?si=NnLptGoA8ty1GuGv,"Mantra, RamNavami, Ramji"
905,905,राम स्तुति मंत्र,राम स्तुति मंत्र,https://youtu.be/n_DeYZEy4Y4?si=sUCnkqbCYX4M_5BL,"Mantra, RamNavami, Ramji"
906,906,हनुमत-राम मंत्र,हनुमत-राम मंत्र,https://youtu.be/qGki_RZf2a8?si=T7hPvehLav4MGrsI,"Mantra, RamNavami"
907,907,श्री रामचन्द्र कृपालु,श्री रामचन्द्र कृपालु,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8,"Aarti, Bhajan, Diwali, Dussehra, Happiness, Health, Knowledge, Peace, RamNavami, Strotam, Stuti, Success"
908,908,भए प्रगट कृपाला,भए प्रगट कृपाला,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8,"Aarti, Bhajan, Diwali, Dussehra, Happiness, Health, Knowledge, Peace, RamNavami, Strotam, Stuti, Success"
912,912,भए प्रगट कृपाला दीनदयाला,भए प्रगट कृपाला दीनदयाला,https://youtu.be/6Jteav3K_NE?si=dZWllCjfv1QFeiWq,"Bhajan, RamNavami"
913,913,सजा दो घर को गुलशन सा,सजा दो घर को गुलशन सा,https://youtu.be/1_u-Koe8aog?si=JSm4ddAy1-X8oO5a,"Bhajan, RamNavami"
914,914,हम कथा सुनाते राम सकल,हम कथा सुनाते राम सकल,https://youtu.be/tH93lLehjCs?si=AAx3xXPsrKqDHpjq,"Bhajan, RamNavami"
915,915,सुख के सब साथी दुःख में ना कोई,सुख के सब साथी दुःख में ना कोई,https://youtu.be/xpH5zFWvg1s?si=1eo0ik3s4y8o5a6b,"Bhajan, RamNavami"
916,916,ओ माँ मेरी झोपड़ी के भाग,ओ माँ मेरी झोपड़ी के भाग,https://youtu.be/hn6Im7ZMoG0?si=RBopgQJXl954NTbC,"Bhajan, RamNavami"
917,917,रघुबर तेरी आरती गाऊं,रघुबर तेरी आरती गाऊं,https://youtu.be/6LO2PRgbutc?si=vBmy2NmB3RzkWjbW,"Aarti, Bhajan, Janmashtami, KrishnaJi, RamNavami"
918,918,हनुमान मूल मंत्र,हनुमान मूल मंत्र,https://youtu.be/Zagf46kv7p8?si=adpqwJ6tLsIAHHr0,"HanumanJayanti, Happiness, Mantra, Success"
919,919,सकंट मोचन मंत्र,सकंट मोचन मंत्र,https://youtu.be/vlc0vWvSrOM?si=fvKhdLJK61GyaAFD,"Dussehra, HanumanJayanti, MahaShivratri, Mantra"
920,920,मनोजवम मंत्र,मनोजवम मंत्र,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,"HanumanJayanti, HanumanJi, Happiness, LoveAndRelationship, Mantra, Shloka, Strength, Stuti"
921,921,सुरक्षा मंत्र,सुरक्षा मंत्र,https://youtu.be/LP86cJl-NGg?si=A2Y5o-h90odc3XN9,"HanumanJayanti, Mantra"
922,922,स्वास्थ्य मंत्र,स्वास्थ्य मंत्र,https://youtu.be/FUpzgvsWkL8?si=XDpQmK9jpt227gC0,"HanumanJayanti, HanumanJi, Health, Mantra, Shloka"
923,923,राम-दूत मंत्र,राम-दूत मंत्र,https://youtu.be/FEQubnAZXNg?si=wgGHeAtzk-LuOioV,"HanumanJayanti, Mantra"
924,924,अतुलित बल मंत्र,अतुलित बल मंत्र,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,"HanumanJayanti, HanumanJi, Happiness, Health, Mantra, Shloka, Stuti, Success"
925,925,बुद्धि प्रदायक मंत्र,बुद्धि प्रदायक मंत्र,https://youtu.be/OOS-Pcovi-4?si=SyvUORCDLtjdVH2F,"HanumanJayanti, Knowledge, Mantra, Stuti"
926,926,संकट मोचन हनुमानाष्टक,संकट मोचन हनुमानाष्टक,https://youtu.be/HH_a6aRO1TE?si=kxNH5n_ZR6TlNb72,"Ashtakam, Bhajan, HanumanJayanti, HanumanJi, Strength, Strotam, Success"
927,927,सुंदरकांड,सुंदरकांड,https://youtu.be/qcaAso2kHqU?si=wYOye8u3iEC2gtQo,"HanumanJayanti, Strotam"
928,928,हनुमान बाहुक,हनुमान बाहुक,https://youtu.be/gujH1r4nS6M?si=VGRsX029QeuN9HXL,"HanumanJayanti, Strotam"
929,929,श्री हनुमत् स्तवन,श्री हनुमत् स्तवन,https://youtu.be/90Jg2ZI_RLo?si=YIdpJ3jOCE_8ukk4,"HanumanJayanti, Strotam"
930,930,मारुति स्तोत्र,मारुति स्तोत्र,https://youtu.be/XIOhPTccsJQ?si=TaveHhRToZourDau,"HanumanJayanti, Strotam"
931,931,एकमुखी हनुमत् कवच,एकमुखी हनुमत् कवच,https://youtu.be/BugLdlv5EpQ?si=8ecd3j02yZo22upS,"HanumanJayanti, Strotam"
932,932,पंचमुखी हनुमान कवच,पंचमुखी हनुमान कवच,https://youtu.be/BzPbfftJ8Ho?si=D5a89g51GA88L_N_,"HanumanJayanti, Strength, Strotam"
933,933,हनुमान साठिका,हनुमान साठिका,https://youtu.be/iuBOevhL-bU?si=pFvhpdkxJl612MBp,"HanumanJayanti, Strotam"
934,934,दुनिया चले ना श्री राम के बिना,दुनिया चले ना श्री राम के बिना,https://youtu.be/sDhrWWWBQLI?si=08qM_PSgcxvPDebN,"Bhajan, Dussehra, HanumanJayanti, HanumanJi"
935,935,बालाजी अच्छा लागे से,बालाजी अच्छा लागे से,https://youtu.be/nViaKp1JhsE?si=nSahD2_AP3FA4jr5,"Bhajan, HanumanJayanti"
936,936,हनुमान जब चले,हनुमान जब चले,https://youtu.be/uPv-8-Dslos?si=MPWZdugdmWCu9HWS,"Bhajan, HanumanJayanti"
937,937,राम जी का नाम लेकर,राम जी का नाम लेकर,https://youtu.be/rPUuIMR7IJg?si=plhMh38FMb-YkGTj,"Bhajan, Dussehra, HanumanJayanti"
938,938,हनुमान जन्म कथा,हनुमान जन्म कथा,https://youtu.be/JGi64RoqZ9g?si=rwucrFkEivitDdFo,"HanumanJayanti, HanumanJi, Katha"
939,939,हनुमान जयंती कथा,हनुमान जयंती कथा,https://youtu.be/bUzIW_KDJ5Y?si=Ar0hLSyd5OzOyU-Q,"HanumanJayanti, Katha"
