group_id,youtube_url,count,index,title_hi,title_en,tags
6,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA,5,639,नारायण स्तुति,Narayan Stuti,Happiness|Katha|DurjaJi
6,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA,5,794,नारायण स्तुति,Narayan Stuti,Aarti|DurjaJi
6,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA,5,823,नारायण स्तुति,Narayan Stuti,Aarti|DurjaJi
6,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA,5,856,नारायण स्तुति,Narayan Stuti,Aarti|Happiness|DurjaJi
6,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA,5,887,नारायण स्तुति,Narayan Stuti,Aarti|Happiness|DurjaJi
7,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,5,231,बीज मंत्र,Beej Mantra,Mantra|GaneshJi
7,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,5,606,गणेश मंत्र,Ganesh Mantra,Katha|DurjaJi
7,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,5,812,गणेश मंत्र,Ganesha Mantra,Aarti|Happiness|Health|DurjaJi
7,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,5,870,गणेश मंत्र,Ganesha Mantra,Aarti|Success|DurjaJi
7,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,5,915,गणेश मूल मंत्र,Ganesh Mool Mantra,Aarti|Success|DurjaJi
8,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg,5,641,सरस्वती स्तुति,Saraswati Stuti,Katha|DurjaJi
8,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg,5,795,सरस्वती स्तुति,Saraswati Stuti,Aarti|DurjaJi
8,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg,5,824,सरस्वती स्तुति,Saraswati Stuti,Aarti|Knowledge|DurjaJi
8,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg,5,859,सरस्वती स्तुति,Saraswati Stuti,Aarti|DurjaJi
8,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg,5,883,सरस्वती स्तुति,Saraswati Stuti,Aarti|Success|Knowledge|DurjaJi
9,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,5,142,श्री सूक्तम:,Shri Suktam:,Strotam|LakshmiJi|Navratri
9,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,5,576,श्री सूक्तम:,Shri Suktam:,LakshmiJi|Strotam|Navratri
9,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,5,740,श्री सूक्तम,Shri Suktam,Katha|Wealth|DurjaJi|Navratri
9,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,5,911,श्री सूक्तम,Shri Suktam,Aarti|Wealth|DurjaJi|Navratri
9,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,5,924,श्री सूक्तम,Shri Suktam,Aarti|Wealth|DurjaJi|Navratri
10,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,5,148,श्री लक्ष्मी चालीसा,Shri Lakshmi Chalisa,Chalisa|LakshmiJi
10,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,5,433,श्री लक्ष्मी चालीसा,Shri Lakshmi Chalisa,Aarti|DurjaJi
10,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,5,582,श्री लक्ष्मी चालीसा,Shri Lakshmi Chalisa,Chalisa|LakshmiJi
10,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,5,685,लक्ष्मी चालीसा,Lakshmi Chalisa,Katha|Wealth|DurjaJi
10,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,5,928,लक्ष्मी चालीसा,Lakshmi Chalisa,Aarti|Wealth|DurjaJi
11,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,5,0,पंचाक्षरी मन्त्र,Panchakshari Mantra,Mantra|Shivji
11,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,5,436,पंचाक्षरी मन्त्र,Panchakshari Mantra,Mantra|Shivji
11,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,5,604,शिव मंत्र,Shiv Mantra,Katha|DurjaJi
11,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,5,670,सर्व सुरक्षा मंत्र,Sarva Suraksha Mantra,Katha|Strength|DurjaJi
11,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,5,774,रुद्र मंत्र,Rudra Mantra,Aarti|DurjaJi
12,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,5,30,मनोजवं मारुततुल्यवेगं मंत्र:,Manojavam Marutatulyavegam Mantra:,Mantra|HanumanJi
12,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,5,466,मनोजवं मारुततुल्यवेगं मंत्र:,Manojavam Marutatulyavegam Mantra:,Mantra|HanumanJi
12,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,5,661,हनुमान स्तुति मंत्र,Hanuman Stuti Mantra,Katha|Strength|DurjaJi
12,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,5,796,हनुमान स्तुति,Hanuman Stuti,Aarti|DurjaJi
12,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,5,838,हनुमान श्लोक,Hanuman Shlok,Aarti|Happiness|Strength|DurjaJi
13,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,5,213,"आपदामपहर्तारं दातारं सर्वसंपदाम्।
लोकाभिरामं श्रीरामं भूयो भूयो नमाम्यहम्॥","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",Shloka|Ramji
13,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,5,413,राम रक्षा स्तोत्र,Ram Raksha Stotra,Aarti|DurjaJi
13,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,5,598,"आपदामपहर्तारं दातारं सर्वसंपदाम्।
लोकाभिरामं श्रीरामं भूयो भूयो नमाम्यहम्॥","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",Shloka|Ramji
13,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,5,664,राम रक्षा कवच मंत्र,Ram Raksha Kavach Mantra,Katha|DurjaJi
13,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,5,766,आपदामपहर्तारं दातारं सर्वसंपदाम्,Apadamapahartaram Dataram Sarvasampadam,Aarti|DurjaJi
14,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,4,39,हनुमान चालीसा,Hanuman Chalisa,Chalisa|HanumanJi
14,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,4,431,श्री हनुमान चालीसा,Shri Hanuman Chalisa,Aarti|DurjaJi
14,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,4,475,हनुमान चालीसा,Hanuman Chalisa,Happiness|Chalisa|HanumanJi|Health
14,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,4,671,हनुमान चालीसा,Hanuman Chalisa,Katha|DurjaJi
15,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,4,47,अतुलितबलधामं श्लोक,Atulitbaladhamam Shlok,Shloka|HanumanJi
15,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,4,483,अतुलितबलधामं,Atulitbaladhamam,Shloka|HanumanJi|Strength
15,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,4,851,हनुमान स्तुति,Hanuman Stuti,Aarti|Strength|DurjaJi
15,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,4,882,हनुमान स्तुति,Hanuman Stuti,Aarti|Strength|DurjaJi
16,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,4,116,ओम जय जगदीश हरे,Om Jai Jagdish Hare,Aarti|VishnuJi
16,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,4,550,ओम जय जगदीश हरे,Om Jai Jagdish Hare,Aarti|VishnuJi
16,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,4,921,ओम जय जगदीश हरे,Om Jai Jagdish Hare,Aarti|Happiness|DurjaJi
16,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,4,947,ओम जय जगदीश हरे,Om Jai Jagdish Hare,Aarti|KrishnaJi
17,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,4,60,मूल बीज मंत्र,Mool Beej Mantra,Mantra|GaneshJi
17,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,4,496,मूल बीज मंत्र,Mool Beej Mantra,Mantra|GaneshJi
17,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,4,625,गणेश बीज,Ganesha Beej,Katha|DurjaJi
17,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,4,689,गणेश विद्या मंत्र,Ganesh Vidya Mantra,Katha|Knowledge|DurjaJi
18,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,4,115,श्री विष्णु स्तुति,Shri Vishnu Stuti,Stuti|VishnuJi
18,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,4,549,श्री विष्णु स्तुति,Shri Vishnu Stuti,Stuti|VishnuJi
18,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,4,713,विष्णु स्तुति (शान्ताकारं..),Vishnu Stuti (Shantakaram..),Katha|DurjaJi
18,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,4,917,विष्णु वंदना,Vishnu Vandana,Aarti|Happiness|DurjaJi
19,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP,4,278,महामंत्र,Mahamantra,Mantra|KrishnaJi
19,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP,4,605,महामंत्र,Mahamantra,Katha|DurjaJi
19,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP,4,811,हरे कृष्ण महामंत्र,Hare Krishna Mahamantra,Aarti|DurjaJi
19,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP,4,935,महामंत्र,Mahamantra,Aarti|Health|KrishnaJi
20,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK,4,797,गणेश स्तुति,Ganesh Stuti,Aarti|DurjaJi
20,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK,4,822,गणेश स्तुति,Ganesha Stuti,Aarti|Wealth|DurjaJi
20,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK,4,855,गणेश स्तुति,Ganesha Stuti,Aarti|DurjaJi
20,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK,4,880,गणेश स्तुति,Ganesha Stuti,Aarti|Success|DurjaJi
21,https://youtu.be/f_tCqLX6GNU?si=g9esdPlr_XnbbTWa,4,644,श्री कृष्ण स्तुति,Shri Krishna Stuti,LoveAndRelationship|Katha|DurjaJi
21,https://youtu.be/f_tCqLX6GNU?si=g9esdPlr_XnbbTWa,4,716,कृष्ण स्तुति (कस्तूरी तिलकम..),Krishna Stuti (Kasturi Tilakam..),Katha|Knowledge|DurjaJi
21,https://youtu.be/f_tCqLX6GNU?si=g9esdPlr_XnbbTWa,4,790,कृष्ण स्तुति,Krishna Stuti,Aarti|LoveAndRelationship|DurjaJi
21,https://youtu.be/f_tCqLX6GNU?si=g9esdPlr_XnbbTWa,4,828,कृष्ण स्तुति,Krishna Stuti,Aarti|LoveAndRelationship|DurjaJi
22,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO,4,629,मधुराष्टकम,Madhurashtakam,Katha|DurjaJi
22,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO,4,778,मधुराष्टकम,Madhurashtakam,Aarti|DurjaJi
22,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO,4,942,मधुराष्टकम,Madhurashtakam,Aarti|LoveAndRelationship|KrishnaJi
22,https://youtu.be/sdZpM8paUnM?si=nAeAA34E_6X4S8uO,4,948,मधुराष्टकम (अधरं मधुरं),Madhurashtakam (Adharam Madhuram),Aarti|KrishnaJi
23,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A,4,425,महालक्ष्मी अष्टकम,Mahalakshmi Ashtakam,Aarti|DurjaJi
23,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A,4,759,नमो नमस्तेऽस्तु महामाये श्रीपीठे सुरपूजिते,Namo Namastestu Mahamaye Shripithe Surapujite,Aarti|Wealth|DurjaJi
23,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A,4,916,महालक्ष्मी अष्टकम,Mahalakshmi Ashtakam,Aarti|Wealth|DurjaJi
23,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A,4,923,महालक्ष्मी अष्टकम,Mahalakshmi Ashtakam,Aarti|Strength|Wealth|DurjaJi
24,https://youtu.be/-NqX8zOZ62w?si=DWcjvgR9t3KYkz-D,3,610,सरस्वती मंत्र,Saraswati Mantra,Katha|DurjaJi
24,https://youtu.be/-NqX8zOZ62w?si=DWcjvgR9t3KYkz-D,3,873,सरस्वती मंत्र,Saraswati Mantra,Aarti|Success|DurjaJi
24,https://youtu.be/-NqX8zOZ62w?si=DWcjvgR9t3KYkz-D,3,914,सरस्वती मंत्र,Saraswati Mantra,Aarti|Knowledge|DurjaJi
25,https://youtu.be/-mUoM-sSzkc?si=a3TP0d2Z_b5S-kCr,3,9,शिव चालीसा,Shiv Chalisa,Chalisa|Shivji
25,https://youtu.be/-mUoM-sSzkc?si=a3TP0d2Z_b5S-kCr,3,445,शिव चालीसा,Shiv Chalisa,Chalisa|Shivji
25,https://youtu.be/-mUoM-sSzkc?si=a3TP0d2Z_b5S-kCr,3,673,शिव चालीसा,Shiv Chalisa,Katha|DurjaJi
26,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88,3,793,दुर्गा स्तुति,Durga Stuti,Aarti|Strength|DurjaJi
26,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88,3,826,दुर्गा स्तुति,Durga Stuti,Aarti|Happiness|Strength|DurjaJi
26,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88,3,878,दुर्गा मंत्र,Durga Mantra,Aarti|Success|Strength|DurjaJi
27,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,3,6,शिव पंचाक्षर स्तोत्रम्:,Shiv Panchakshar Stotram:,Strotam|Shivji
27,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,3,429,शिव पंचाक्षर स्तोत्र,Shiv Panchakshar Stotra,Aarti|DurjaJi
27,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,3,442,शिव पंचाक्षर स्तोत्रम्:,Shiv Panchakshar Stotram:,Shivji|Strotam
28,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE,3,397,अच्युतम केशवम,Achyutam Keshavam,Aarti|DurjaJi
28,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE,3,799,अच्युतम केशवम,Achyutam Keshavam,Aarti|LoveAndRelationship|DurjaJi
28,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE,3,897,अच्युतम केशवम,Achyutam Keshavam,Aarti|Happiness|DurjaJi
29,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs,3,222,राम नाम के हीरे मोती,Ram Naam Ke Heere Moti,Bhajan|Ramji
29,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs,3,403,राम नाम के हीरे मोती,Ram Naam Ke Heere Moti,Aarti|DurjaJi
29,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs,3,891,राम नाम के हीरे मोती,Ram Naam Ke Heere Moti,Aarti|Happiness|DurjaJi
30,https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4,3,98,ॐ नमो नारायणाय,Om Namo Narayanaya,Mantra|VishnuJi
30,https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4,3,532,ॐ नमो नारायणाय,Om Namo Narayanaya,Mantra|VishnuJi
30,https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4,3,622,नारायण मंत्र,Narayan Mantra,Katha|DurjaJi
31,https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A,3,121,त्वमेव माता च पिता त्वमेव,Tvameva Mata Cha Pita Tvameva,Shloka|VishnuJi
31,https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A,3,555,त्वमेव माता च पिता त्वमेव,Tvameva Mata Cha Pita Tvameva,Shloka|VishnuJi
31,https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A,3,623,त्वमेव माता च पिता त्वमेव,Tvameva Mata Cha Pita Tvameva,Katha|DurjaJi
32,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF,3,821,शिव स्तुति,Shiv Stuti,Aarti|Strength|DurjaJi
32,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF,3,850,शिव आरोग्य स्तुति,Shiv Arogya Stuti,Aarti|Health|DurjaJi
32,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF,3,886,शिव स्तुति,Shiv Stuti,Aarti|Strength|DurjaJi
33,https://youtu.be/OvimStyyQWI?si=SwrQDOQ7f47RApTT,3,145,महालक्ष्मी कवच,Mahalakshmi Kavach,Strotam|LakshmiJi
33,https://youtu.be/OvimStyyQWI?si=SwrQDOQ7f47RApTT,3,579,महालक्ष्मी कवच,Mahalakshmi Kavach,LakshmiJi|Strotam
33,https://youtu.be/OvimStyyQWI?si=SwrQDOQ7f47RApTT,3,932,महालक्ष्मी कवच,Mahalakshmi Kavach,Aarti|Strength|Wealth|DurjaJi
34,https://youtu.be/WyHFSjN0miU?si=C2PbbebEskn6KqLR,3,246,गणेश चालीसा,Ganesh Chalisa,Chalisa|GaneshJi
34,https://youtu.be/WyHFSjN0miU?si=C2PbbebEskn6KqLR,3,683,गणेश चालीसा,Ganesh Chalisa,Katha|DurjaJi
34,https://youtu.be/WyHFSjN0miU?si=C2PbbebEskn6KqLR,3,752,गणेश चालीसा,Ganesh Chalisa,Katha|DurjaJi
35,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,3,72,श्री गणेश चालीसा,Shri Ganesh Chalisa,Chalisa|GaneshJi
35,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,3,432,श्री गणेश चालीसा,Shri Ganesh Chalisa,Aarti|DurjaJi
35,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,3,506,श्री गणेश चालीसा,Shri Ganesh Chalisa,Chalisa|GaneshJi
36,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T,3,314,छोटी छोटी गईया छोटे छोटे ग्वाल,Chhoti Chhoti Gaiya Chhote Chhote Gwal,Bhajan|KrishnaJi
36,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T,3,409,छोटी छोटी गईया,Chhoti Chhoti Gaiya,Aarti|DurjaJi
36,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T,3,953,छोटी छोटी गईया छोटे छोटे ग्वाल,Chhoti Chhoti Gaiya Chhote Chhote Gwal,Aarti|KrishnaJi
37,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c,3,331,सर्वमंगल मांगल्ये,Sarvamangala Mangalye,Mantra|DurjaJi
37,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c,3,853,दुर्गा स्तुति,Durga Stuti,Aarti|Health|DurjaJi
37,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c,3,888,दुर्गा स्तुति,Durga Stuti,Aarti|DurjaJi
38,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx,3,253,श्री गणेश जी की आरती,Shri Ganesh Ji Ki Aarti,Aarti|GaneshJi
38,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx,3,920,जय गणेश देवा,Jai Ganesh Deva,Aarti|DurjaJi
38,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx,3,945,जय गणेश देवा,Jai Ganesh Deva,Aarti|KrishnaJi
39,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl,3,77,जय गणेश जय गणेश देवा,Jai Ganesh Jai Ganesh Deva,Aarti|GaneshJi
39,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl,3,511,जय गणेश जय गणेश देवा,Jai Ganesh Jai Ganesh Deva,Aarti|GaneshJi
39,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl,3,927,जय गणेश जय गणेश देवा,Jai Ganesh Jai Ganesh Deva,Aarti|DurjaJi
40,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB,3,399,ऐसी लागी लगन,Aisi Lagi Lagan,Aarti|DurjaJi
40,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB,3,807,ऐसी लागी लगन,Aisi Lagi Lagan,Aarti|DurjaJi
40,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB,3,892,ऐसी लागी लगन,Aisi Lagi Lagan,Aarti|DurjaJi
41,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,3,277,मुक्ति मंत्र,Mukti Mantra,Mantra|KrishnaJi
41,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,3,876,विष्णु मंत्र,Vishnu Mantra,Aarti|DurjaJi
41,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,3,934,मूल मंत्र,Mool Mantra,Aarti|Happiness|KrishnaJi
42,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te,3,348,श्री दुर्गा चालीसा,Shri Durga Chalisa,Chalisa|DurjaJi
42,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te,3,434,श्री दुर्गा चालीसा,Shri Durga Chalisa,Aarti|DurjaJi
42,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te,3,672,दुर्गा चालीसा,Durga Chalisa,Katha|DurjaJi
43,https://youtu.be/jB4aaP2X7S4?si=fNw_s_3Ep9aH-uJZ,3,329,बीज मंत्र,Beej Mantra,Mantra|DurjaJi
43,https://youtu.be/jB4aaP2X7S4?si=fNw_s_3Ep9aH-uJZ,3,617,दुर्गा मंत्र,Durga Mantra,Katha|DurjaJi
43,https://youtu.be/jB4aaP2X7S4?si=fNw_s_3Ep9aH-uJZ,3,657,दुर्गा बीज मंत्र,Durga Beej Mantra,Katha|DurjaJi
44,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,3,49,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,Bhajan|HanumanJi
44,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,3,420,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,Aarti|DurjaJi
44,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,3,485,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,HanumanJi|Bhajan
45,https://youtu.be/o5Uk1sxGBZU?si=aIuPQqmzIrromxMt,3,28,हनुमान बीज मंत्र,Hanuman Beej Mantra,Mantra|HanumanJi
45,https://youtu.be/o5Uk1sxGBZU?si=aIuPQqmzIrromxMt,3,464,हनुमान बीज मंत्र,Hanuman Beej Mantra,Mantra|HanumanJi
45,https://youtu.be/o5Uk1sxGBZU?si=aIuPQqmzIrromxMt,3,658,हनुमान बीज मंत्र,Hanuman Beej Mantra,Katha|Strength|DurjaJi
46,https://youtu.be/phOoGvDu_h4?si=XKx4FvAb65DYm0Vv,3,144,लक्ष्मी हृदय स्तोत्र,Lakshmi Hridaya Stotra,Strotam|LakshmiJi
46,https://youtu.be/phOoGvDu_h4?si=XKx4FvAb65DYm0Vv,3,578,लक्ष्मी हृदय स्तोत्र,Lakshmi Hridaya Stotra,LakshmiJi|Strotam
46,https://youtu.be/phOoGvDu_h4?si=XKx4FvAb65DYm0Vv,3,744,लक्ष्मी हृदय स्तोत्र,Lakshmi Hridaya Stotra,Katha|Wealth|DurjaJi
47,https://youtu.be/qb5EuozSWA0?si=1DOqyZO7j9BrmhKi,3,146,अष्टलक्ष्मी स्तोत्र,Ashtalakshmi Stotra,Strotam|LakshmiJi
47,https://youtu.be/qb5EuozSWA0?si=1DOqyZO7j9BrmhKi,3,580,अष्टलक्ष्मी स्तोत्र,Ashtalakshmi Stotra,LakshmiJi|Strotam
47,https://youtu.be/qb5EuozSWA0?si=1DOqyZO7j9BrmhKi,3,743,अष्टलक्ष्मी स्तोत्र,Ashtalakshmi Stotra,Katha|Wealth|DurjaJi
48,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,3,14,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,Bhajan|Shivji
48,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,3,424,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,Aarti|DurjaJi
48,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,3,450,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,Bhajan|Shivji
49,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9,3,791,लक्ष्मी स्तुति,Lakshmi Stuti,Aarti|DurjaJi
49,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9,3,858,लक्ष्मी आरोग्य स्तुति,Lakshmi Arogya Stuti,Aarti|DurjaJi
49,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9,3,884,महालक्ष्मी स्तुति,Mahalakshmi Stuti,Aarti|DurjaJi
50,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw,3,831,गणेश श्लोक,Ganesha Shlok,Aarti|DurjaJi
50,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw,3,902,गणेश श्लोक,Ganesha Shlok,Aarti|DurjaJi
50,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw,3,912,वक्रतुण्ड महाकाय,Vakratunda Mahakaya,Aarti|DurjaJi
51,https://www.youtube.com/live/IhBouQi3D9Q?si=jENRpKbSc3oDZxDg,2,101,कार्तवीर्यार्जुन मंत्र,Kartaviryarjuna Mantra,Mantra|VishnuJi
