group_id,youtube_url,count,index,title_hi,title_en,tags
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,601,गायत्री मंत्र,Gayatri Mantra,Katha|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,687,गायत्री मंत्र,Gayatri Mantra,Katha|Knowledge|Strength|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,809,गायत्री मंत्र,Gayatri Mantra,Aarti|Happiness|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,847,गायत्री मंत्र,Gayatri Mantra,Aarti|Health|Knowledge|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,872,गायत्री मंत्र,Gayatri Mantra,Aarti|Knowledge|Strength|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,903,बुद्धि श्लोक,Buddhi Shlok,Aarti|Knowledge|DurjaJi
4,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE,7,918,गायत्री मंत्र,Gayatri Mantra,Aarti|Knowledge|DurjaJi
5,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,5,312,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,Bhajan|KrishnaJi
5,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,5,624,अच्युतम केशवम,Achyutam Keshavam,Katha|DurjaJi
5,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,5,930,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,Aarti|DurjaJi
5,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,5,943,अच्युतम केशवम,Achyutam Keshavam,Aarti|KrishnaJi
5,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,5,949,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,Aarti|KrishnaJi
