group_id,count,title_hi,title_en,tags_sorted,content_urls,indexes
156,2,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,Bhajan|KrishnaJi,https://youtu.be/3yczGKnskts?si=kXnjK3iThd_asoFy,312|755
157,2,सांवली सूरत पे मोहन दिल दीवाना हो गया,Sanwali Surat Pe Mohan Dil Deewana Ho Gaya,Bhajan|KrishnaJi,https://youtu.be/yaw7T0GnNr0?si=h1dYb9144M_yWkUP,313|756
158,2,छोटी छोटी गईया छोटे छोटे ग्वाल,Chhoti Chhoti Gaiya Chhote Chhote Gwal,Bhajan|KrishnaJi,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T,314|757
159,2,श्याम तेरी बंसी पुकारे राधा नाम,Shyam Teri Bansi Pukare Radha Naam,Bhajan|KrishnaJi,https://youtu.be/XJqKbDxAa3U?si=8QX2YAec4EyoDiPP,315|758
160,2,यशमति मैया से बोले नंदलाला,Yashomati Maiya Se Bole Nandlala,Bhajan|KrishnaJi,https://youtu.be/yWTN6bsDWN4?si=Lzw6_QbV5g85uOt9,316|759
161,2,कन्हैया ले चल परली पार,Kanhaiya Le Chal Parli Paar,Bhajan|KrishnaJi,https://youtu.be/cdc_bgVMkOs?si=iecRdyTDMAfElETW,317|760
162,2,नंद के आनंद भयो जय कन्हैया लाल की,Nand Ke Anand Bhayo Jai Kanhaiya Lal Ki,Bhajan|KrishnaJi,https://youtu.be/rSKgqcv-eoc?si=ncBCgt4hMLfctP-G,318|761
163,2,बड़ी देर भई नन्दलाला,Badi Der Bhai Nandlala,Bhajan|KrishnaJi,https://youtu.be/dheA6Pqjtm4?si=RiRbLmj8Bev2rpIx,319|762
164,2,मीठे रस से भरयोड़ी राधारानी लागे,Meethe Ras Se Bharyodi Radharani Lage,Bhajan|KrishnaJi,https://youtu.be/SMBeENVIFjk?si=WUZ0mVEySHXROaQ2,320|763
165,2,श्री कृष्ण जन्म कथा:,Shri Krishna Janm Katha:,Katha|KrishnaJi,https://youtu.be/DCkMeVhmiC4?si=jcdhcguIvw6rcsQE,321|764
166,2,कालिया नाग मर्दन,Kaliya Naag Mardan,Katha|KrishnaJi,https://youtu.be/AB2sbXuL9kQ?si=MElc9dj-urTPQgvo,322|765
167,2,गोवर्धन जी कथा,Govardhan Ji Katha,Katha|KrishnaJi,https://youtu.be/mmVbmowFswQ?si=pZE5fw0QkulqRM2W,323|766
168,2,माखन चोरी लीला,Makhan Chori Leela,Katha|KrishnaJi,https://youtu.be/-AXtzS1ytAc?si=5FAkilAIp3wx-dXp,324|767
169,2,श्रीकृष्ण ने किया कंस का वध,Shrikrishna Ne Kiya Kans Ka Vadh,Katha|KrishnaJi,https://youtu.be/adxlvgEH10Y?si=REKtFgT6xzkRzPjN,325|768
170,2,सुदामा चरित्र,Sudama Charitra,Katha|KrishnaJi,https://youtu.be/U2Eoov4alUA?si=ac_jo8SuW3a-_23H,326|769
171,2,द्रोपदी चीर हरण एक दर्दनाक सत्य कहानी,Draupadi Cheer Haran Ek Dardnak Satya Kahani,Katha|KrishnaJi,https://youtu.be/-fUdc_XQ_r8?si=KKo6QkS23XZzJqmh,327|770
172,2,नरकासुर वध कथा...,Narkasur Vadh Katha...,Katha|KrishnaJi,https://youtu.be/lnoXCvbRetI?si=VVTxM9JEQj9a8_Y7,328|771
173,2,बीज मंत्र,Beej Mantra,DurjaJi|Mantra,https://youtu.be/jB4aaP2X7S4?si=fNw_s_3Ep9aH-uJZ,329|772
174,2,नवार्ण मंत्र,Navarna Mantra,DurjaJi|Mantra|Navratri,https://youtu.be/cdlS1XC3Gus?si=k-Ox-2oKGYu1DiOb,330|773
175,2,सर्वमंगल मांगल्ये,Sarvamangala Mangalye,DurjaJi|Mantra,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c,331|774
176,2,ॐ ह्रीं दुं दुर्गायै नमः,Om Hreem Dum Durgayai Namah,DurjaJi|Mantra,https://youtu.be/GHBynIok2Lo?si=uHYmAAtpv22yQ64n,332|775
177,2,सौभाग्य प्राप्ति हेतु,Saubhagya Prapti Hetu,DurjaJi|Mantra,https://youtu.be/OKRVaXU01kI?si=3YMdFbLtHjcGJ4sE,334|777
178,2,शरणागत दीनार्त,Sharanagata Deenarta,DurjaJi|Mantra,https://youtu.be/O0dGIsqbMsw?si=shotKSeK8r1k9C7N,335|778
179,2,जयन्ती मङ्गला काली,Jayanti Mangala Kali,DurjaJi|Mantra,https://youtu.be/r66ySZ7iipM?si=FM_yp5XcLh9cQ4q0,336|779
180,2,सृष्टिस्थितिविनाशानां,Srishtisthitivinashanam,DurjaJi|Mantra,https://youtu.be/BmoR0Wdw62Y?si=XrxETRzByga49y4q,337|780
181,2,दुर्गा गायत्री,Durga Gayatri,DurjaJi|Mantra,https://youtu.be/01mE3zDTifE?si=SoXuQjej3MBXv8AX,338|781
182,2,दुर्गा सप्तशती:,Durga Saptashati:,DurjaJi|Strotam,https://youtu.be/Cn_MBUfZSQo?si=RyVPFTFe6tGrNzAX,339|782
183,2,श्री अर्गला स्तोत्रम,Shri Argala Stotram,DurjaJi|Navratri|Strotam,https://youtu.be/YD0eXOX6gbo?si=imwcbkJIn2dnyT97,340|783
184,2,कीलक स्तोत्रम,Keelak Stotram,DurjaJi|Navratri|Strotam,https://youtu.be/5hPQUvaahhg?si=cqtLDH7VLQkac6QA,341|784
185,2,सिद्ध कुंजिका स्तोत्र:,Siddha Kunjika Stotra:,DurjaJi|Navratri|Strotam,https://youtu.be/m8koxlMwZBQ?si=mh01vb9TnBQKXSA6,342|785
186,2,देवी अथर्वशीर्ष,Devi Atharvashirsha,DurjaJi|Strotam,https://youtu.be/edDTogeyCbI?si=AOTg_gvIfbq5CZxC,343|786
187,2,दुर्गा अष्टोत्तर शतनाम स्तोत्र (108 नाम),Durga Ashtottara Shatanam Stotra (108 Naam),DurjaJi|Strotam,https://youtu.be/sAmQN4pox2I?si=J09EISlVTH8pxduh,344|787
188,2,महिषासुरमर्दिनी स्तोत्र,Mahishasuramardini Stotra,DurjaJi|Navratri|Strotam,https://youtu.be/4CKpFcQdJXk?si=2OkdCoCBxDs78Tcv,345|788
189,2,देव्यपराधक्षमापन स्तोत्र,Devyaparadhakshamapan Stotra,DurjaJi|Strotam,https://youtu.be/bHVtLb9ulLI?si=QSFicf7SbPqwDAj0,346|789
190,2,दुर्गा कवच,Durga Kavach,DurjaJi|Strotam,https://youtu.be/mKvxMv3XrWA?si=EvZPdf6e3LLIrBmF,347|790
191,2,श्री दुर्गा चालीसा,Shri Durga Chalisa,Chalisa|DurjaJi,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te,348|791
192,2,श्री दुर्गा अष्टकम्,Shri Durga Ashtakam,Ashtakam|DurjaJi|Navratri,https://youtu.be/7hpt3DFGsgk?si=45BB1NayOe2rS_lH,349|792
193,2,भवानी अष्टकम,Bhavani Ashtakam,Ashtakam|DurjaJi|Navratri,https://youtu.be/KHQGmOCP7hQ?si=L4kZDdZJP8wnbERN,350|793
194,2,दुर्गा क्षमा प्रार्थना:,Durga Kshama Prarthana:,DurjaJi|Stuti,https://youtu.be/3AwodovEc0k?si=9W4WxeT0tqcjxqYF,351|794
195,2,देवी स्तुति:,Devi Stuti:,DurjaJi|Stuti,https://youtu.be/98tKisf10-I?si=f1PmcHWoeyC0xT7A,352|795
196,2,ब्रह्माकृत देवी स्तुति,Brahmakrit Devi Stuti,DurjaJi|Stuti,https://youtu.be/FCbDRLU0Myo?si=IoI0iDvLF12CGPQt,353|796
197,2,शैलपुत्री स्तुति (नवदुर्गा की प्रथम स्तुति),Shailputri Stuti (Navdurga Ki Pratham Stuti),DurjaJi|Stuti,https://youtu.be/-F8zV3pMZA0?si=dvF2Hygp_GMOwI5C,354|797
198,2,सिद्धिदात्री स्तुति,Siddhidatri Stuti,DurjaJi|Stuti,https://youtu.be/_A4sg_F1Za4?si=ha8pQ_NJgTiJwJvV,355|798
199,2,"जय अम्बे गौरी, मैया जय श्यामा गौरी (सबसे प्रसिद्ध)","Jai Ambe Gauri, Maiya Jai Shyama Gauri (Sabse Prasidh)",Aarti|DurjaJi,https://youtu.be/-rKAOaS7Q3I?si=l89QDnB3pqc2rsJx,356|799
200,2,"अम्बे तू है जगदम्बे काली, जय दुर्गे खप्पर वाली","Ambe Tu Hai Jagdambe Kali, Jai Durge Khappar Wali",Aarti|DurjaJi,https://youtu.be/dVTUUtOHUCA?si=Uk_2RDtvaypwtFhK,357|800
201,2,जय सरस्वती माता,Jai Saraswati Mata,Aarti|DurjaJi,https://youtu.be/TTVAyS9wOV4?si=lwrEOKvRzRWGLKkD,358|801
202,2,आरती विन्ध्येश्वरी माता की,Aarti Vindhyeshwari Mata Ki,Aarti|DurjaJi,https://youtu.be/Wa0K7gf7BUs?si=NHJofs11z4hjbs9d,359|802
203,2,आरती शीतला माता की,Aarti Sheetla Mata Ki,Aarti|DurjaJi,https://youtu.be/SVO3zWQVbIQ?si=g0bAIqtMwdXLbBew,360|803
204,2,जय वैष्णव माता आरती,Jai Vaishnav Mata Aarti,Aarti|DurjaJi,https://youtu.be/7TMeGrAiYXg?si=trZ1yP_Ejvtw9smG,361|804
205,2,माता चामुंडा देवी जी की आरती,Mata Chamunda Devi Ji Ki Aarti,Aarti|DurjaJi,https://youtu.be/X6rKpVJoxaQ?si=4bKv512qTO2pl7fJ,362|805
206,2,भोर भई दिन चढ़ गया मेरी अम्बे,Bhor Bhai Din Chadh Gaya Meri Ambe,Aarti|DurjaJi,https://youtu.be/A4WW9ezwazc?si=8R3ZrJ_Yn27l_iQS,363|806
207,2,सर्वमंगल मांगल्ये,Sarvamangala Mangalye,DurjaJi|Navratri|Shloka,https://youtu.be/ZdBVEV5u2To?si=em-5O2iYoV9z50BF,364|807
208,2,या देवी सर्वभूतेषु,Ya Devi Sarvabhuteshu,DurjaJi|Shloka,https://youtu.be/3hNchYO61N0?si=6cEKmQN6_sHFHNOp,365|808
209,2,जयन्ती मङ्गला काली,Jayanti Mangala Kali,DurjaJi|Shloka,https://youtu.be/r66ySZ7iipM?si=NEjamA32NPb6T0qz,366|809
210,2,देहि सौभाग्यमारोग्यं,Dehi Saubhagyamarogyam,DurjaJi|Shloka,https://youtu.be/OKRVaXU01kI?si=_uw6ukhpng-Bgeg6,367|810
211,2,शरणागत दीनार्त,Sharanagata Deenarta,DurjaJi|Shloka,https://youtu.be/O0dGIsqbMsw?si=YMDdBnbEnw14QNiR,368|811
212,2,तूने मुझे बुलाया शेरावालिये,Tune Mujhe Bulaya Sherawaliye,Bhajan|DurjaJi|Navratri,https://youtu.be/kQiH4Qk63d4?si=xJ20b6pNl1tzb3WQ,369|812
213,2,"चलो बुलावा आया है, माता ने बुलाया है","Chalo Bulawa Aaya Hai, Mata Ne Bulaya Hai",Bhajan|DurjaJi|Navratri,https://youtu.be/UIvpNrP4WQs?si=TYg6D7vN9AGO-z1B,370|813
214,2,नंगे नंगे पांव चला आ गया री मैया,Nange Nange Paon Chala Aa Gaya Ri Maiya,Bhajan|DurjaJi|Navratri,https://youtu.be/2XpXPwJYoQ8?si=_vr7sS1wOceTQRuV,371|814
215,2,भेजा है बुलावा तूने शेरावालिये,Bheja Hai Bulawa Tune Sherawaliye,Bhajan|DurjaJi,https://youtu.be/Xx1Cn67LaEE?si=FGsgWDyBnyKTM23T,372|815
216,2,मैया का चोला है रंगला,Maiya Ka Chola Hai Rangla,Bhajan|DurjaJi|Navratri,https://youtu.be/IHyTxAR51Ow?si=s3YaBX3DMcnlWt3a,373|816
217,2,मन लेके आया माता रानी के भवन में,Man Leke Aaya Mata Rani Ke Bhavan Mein,Bhajan|DurjaJi,https://youtu.be/UUAJFjov7Xo?si=PVM9wcbMaKarr7VK,374|817
218,2,प्यारा सजा है तेरा द्वार भवानी,Pyara Saja Hai Tera Dwar Bhawani,Bhajan|DurjaJi|Navratri,https://youtu.be/M0E506vc8r0?si=JsUayaaeFsxPeJfO,375|818
219,2,मैया तेरी जय जयकार,Maiya Teri Jai Jaikar,Bhajan|DurjaJi,https://youtu.be/9w9SVujBfxo?si=AtgSefqNs0QBxKeN,376|819
220,2,लली लली लाल चुनरिया,Lali Lali Lal Chunariya,Bhajan|DurjaJi,https://youtu.be/APztwI6m1KI?si=6ZVQo_B3b2opJ6nP,377|820
221,2,महिषासुर वध की कथा:,Mahishasur Vadh Ki Katha:,DurjaJi|Katha,https://youtu.be/GM-1L-Hglnw?si=_teScPV7tR8KzYXg,378|821
222,2,शुम्भ-निशुम्भ वध की कथा,Shumbh-Nishumbh Vadh Ki Katha,DurjaJi|Katha,https://youtu.be/gxbN66VZYg8?si=cQSq0GNZhJhrZq7H,379|822
223,2,मधु-कैटभ वध की कथा,Madhu-Kaitabh Vadh Ki Katha,DurjaJi|Katha,https://youtu.be/nfcB83GU-_A?si=zXSza_hbe-7mKa68,380|823
224,2,माता सती और 51 शक्तिपीठ की कथा,Mata Sati Aur 51 Shaktipeeth Ki Katha,DurjaJi|Katha,https://youtu.be/8SdAQcExa0E?si=ts9zw3Z2pRUl_coi,381|824
225,2,नवदुर्गा के 9 रूपों की कथा:,Navdurga Ke 9 Rupon Ki Katha:,DurjaJi|Katha,https://youtu.be/MsuWbBoSwX8?si=IFfR6QCJJe2EqkWh,382|825
226,2,वैष्णो देवी की कथा:,Vaishno Devi Ki Katha:,DurjaJi|Katha,https://youtu.be/3H_zLywdgvE?si=eWQbQtfcA4zP25oc,383|826
227,2,रक्तबीज वध की कथा:,Raktabeej Vadh Ki Katha:,DurjaJi|Katha,https://youtu.be/ApZoQJ8UK_8?si=BGN6jaJOsMmfcwqb,384|827
228,2,माता पार्वती का कठिन तप और शिव से विवाह,Mata Parvati Ka Kathin Tap Aur Shiv Se Vivah,DurjaJi|Katha,https://youtu.be/LUzsbfl93Q4?si=JYCRHHaA6P3eVuyU,385|828
229,2,राधा-कृष्ण प्रेम कथा,Radha-Krishna Prem Katha,Aarti|DurjaJi,https://youtu.be/8YDJARGajec?si=iem_4YeFPsUqCp1l,386|1038
230,2,शिव-पार्वती विवाह,Shiv-Parvati Vivah,Aarti|DurjaJi,https://youtu.be/ln8em1Dc5Zs?si=GN2klf1iS7VLEqzm,387|1039
231,2,राम-सीता वनवास कथा,Ram-Sita Vanvas Katha,Aarti|DurjaJi,https://youtu.be/_zWa1AjW_C4?si=iIy5LCzFbQXUxqlq,388|1040
232,2,रुक्मिणी हरण कथा,Rukmini Haran Katha,Aarti|DurjaJi,https://youtu.be/-AbMZAESCQI?si=de-o6-JvfKhPqhZn,389|1041
233,2,नल-दमयंती कथा,Nal-Damayanti Katha,Aarti|DurjaJi,https://youtu.be/LJ2zEAAVQ3A?si=inoRE1raZrjW1xQH,390|1042
234,2,कामदेव-रति कथा,Kamdev-Rati Katha,Aarti|DurjaJi,https://youtu.be/mj8aJ-MkKrI?si=pOm1dpBVOCj_WZ59,391|1043
235,2,सत्यभामा-कृष्ण कथा,Satyabhama-Krishna Katha,Aarti|DurjaJi,https://youtu.be/MPCopbetzis?si=13kpUoLdLfBEG4Ba,392|1044
236,2,उषा-अनिरुद्ध कथा,Usha-Aniruddh Katha,Aarti|DurjaJi,https://youtu.be/ap8oVmjD3xY?si=9uYb0-Hyab8tDv9-,393|1045
237,2,सुभद्रा-अर्जुन विवाह,Subhadra-Arjun Vivah,Aarti|DurjaJi,https://youtu.be/vyukL1WLoIs?si=wbOWNri_5mDOH6-D,394|1046
238,2,तुलसी-शालिग्राम,Tulsi-Shaligram,Aarti|DurjaJi,https://youtu.be/Ik_zhFLWVA0?si=VDJeXDG4eTL8qrcf,395|1047
239,2,हनुमान-राम भक्ति,Hanuman-Ram Bhakti,Aarti|DurjaJi,https://youtu.be/e3tWzWydNeY?si=0XBD9T2ROK6zls0j,396|1048
240,2,राधे राधे बरसाने वाली,Radhe Radhe Barsane Wali,Aarti|DurjaJi,https://youtu.be/61EGpAy4Ids?si=N2hWEO1airA1nztA,398|1070
241,2,ऐसी लागी लगन,Aisi Lagi Lagan,Aarti|DurjaJi,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB,399|1071
242,2,किशोरी कुछ ऐसा इंतजाम,Kishori Kuch Aisa Intazam,Aarti|DurjaJi,https://youtu.be/1B048qCYGJY?si=vGtXpybJT19itVNr,401|1073
243,2,यशोमती मैया से बोले,Yashomati Maiya Se Bole,Aarti|DurjaJi,https://youtu.be/RIYVVqu2XY4?si=zZcShWvTzV_kAWCQ,402|1074
244,2,श्यामा आन बसो,Shyama Aan Baso,Aarti|DurjaJi,https://youtu.be/XtTG7iT7H3g?si=QwuObktBmdhoY9ZT,404|1076
245,2,मीठे रस से भरयो री,Meethe Ras Se Bharyo Ri,Aarti|DurjaJi,https://youtu.be/w8piP6I3VS0?si=wbezH3AAc4y4WBwb,405|1077
246,2,भर दे रे श्याम झोली,Bhar De Re Shyam Jholi,Aarti|DurjaJi,https://youtu.be/aT9TP5CrLJg?si=3F3TthXHK_-4sHAJ,406|1078
247,2,छोटी छोटी गईया,Chhoti Chhoti Gaiya,Aarti|DurjaJi,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T,409|1081
248,2,वैद्यनाथ स्तोत्र,Vaidyanath Stotra,Aarti|DurjaJi,https://youtu.be/OVWlwCHMr-I?si=NYeN8K3tAw9sLKXY,411|1103
249,2,धन्वंतरि स्तोत्र,Dhanvantari Stotra,Aarti|DurjaJi,https://youtu.be/0VO5vBiYG6I?si=17_Cg59qnta9EBNI,412|1104
250,2,संकट नाशन गणेश स्तोत्र,Sankat Nashan Ganesh Stotra,Aarti|DurjaJi,https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn,414|431
251,2,मृत्युंजय स्तोत्र,Mrityunjaya Stotra,Aarti|DurjaJi,https://youtu.be/vgu91Z4kXpk?si=iF5pe0X3rmAEvthK,415|1107
252,2,दुर्गा आपदुद्धारक स्तोत्र,Durga Apaduddharak Stotra,Aarti|DurjaJi,https://youtu.be/VpkLjMDcucg?si=2-MzQkTgTAUVFDs-,416|1108
253,2,हनुमान बाहुक,Hanuman Bahuk,Aarti|DurjaJi,https://youtu.be/EWCkUAY-0OU?si=rSwJp2NDWgWtLUZB,417|1109
254,2,सूर्य मंडल स्तोत्र,Surya Mandal Stotra,Aarti|DurjaJi,https://youtu.be/32TGOFRIVmE?si=LwFbGvQnd3VmykMC,418|1110
255,2,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,Aarti|DurjaJi,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,420|1122
256,2,नाम है तेरा तारणहारा,Naam Hai Tera Taranhara,Aarti|DurjaJi,https://youtu.be/MwqOns-5qN0?si=t1dRusMdyzjIqXAz,421|1123
257,2,कितना प्यारा है श्रृंगार,Kitna Pyara Hai Shringar,Aarti|DurjaJi,https://youtu.be/WocBegF7_p0?si=LcPrq90-IixgpXKt,422|1124
258,2,इतनी शक्ति हमें देना दाता,Itni Shakti Humein Dena Data,Aarti|DurjaJi,https://youtu.be/3EnLaJKhO2A?si=7gCDpVLnLz5KZhbG,427|1129
259,2,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,Aarti|DurjaJi,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,428|1130
260,2,महालक्ष्मी अष्टकम,Mahalakshmi Ashtakam,Aarti|DurjaJi,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A,432|1154
261,2,श्री सूक्तम,Shri Suktam,Aarti|DurjaJi,https://youtube.com/shorts/8hbV_LQKvv0?si=k4cFAIlX83ys0rDI,434|1156
262,2,बजरंग बाण,Bajrang Baan,Aarti|DurjaJi,https://youtu.be/h1lT6cxwsPw?si=KdhV4ABeZuxVKiuY,435|1157
263,2,सरस्वती स्तोत्र,Saraswati Stotra,Aarti|DurjaJi,https://youtu.be/log_B4nMkH0?si=T7hhpGvgFFSaNdjq,436|1158
264,2,शिव पंचाक्षर स्तोत्र,Shiv Panchakshar Stotra,Aarti|DurjaJi,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,438|1160
265,2,हनुमान अष्टक,Hanuman Ashtak,Aarti|DurjaJi,https://youtu.be/HH_a6aRO1TE?si=k0J6WxtRY4t4yhi1,439|1161
266,2,श्री हनुमान चालीसा,Shri Hanuman Chalisa,Aarti|DurjaJi,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,440|1172
267,2,श्री गणेश चालीसा,Shri Ganesh Chalisa,Aarti|DurjaJi,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,441|1173
268,2,श्री लक्ष्मी चालीसा,Shri Lakshmi Chalisa,Aarti|DurjaJi,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,442|1174
269,2,श्री दुर्गा चालीसा,Shri Durga Chalisa,Aarti|DurjaJi,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te,443|1175
270,2,श्री सरस्वती चालीसा,Shri Saraswati Chalisa,Aarti|DurjaJi,https://youtu.be/jRjRip7JyjM?si=cMhmyBbA48bP47eA,444|1176
271,2,संकट नाशन गणेश स्तोत्र,Sankat Naashan Ganesh Stotra,Aarti|DurjaJi,https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn,1106|1153
