video_id,title_key,first_index,member_indices,old_tags_first,new_tags_first,map_tags,map_unique_titles_norm,status
sDhrWWWBQLI,duniya chale na shri ram ke bina,48,"48,484",Bhajan|HanumanJi,Bhajan|HanumanJi,Bhajan|Dussehra|HanumanJayanti,दुनिया चले न श्री राम के बिना|दुनिया चले ना श्री राम|दुनिया चले ना श्री राम के बिना,skipped_multi_title_map
n4fZknyZlsk,he dukh bhanjan maruti nandan,49,"49,420,485",Bhajan|HanumanJi,Bhajan|HanumanJi,Bhajan|HanumanJayanti|Health,हे दुख भंजन मारुति नंदन,skipped_single_title_mismatch
hy_UKySqiNo,chham chham nache veer hanuman,50,"50,486",Bhajan|HanumanJi,Bhajan|HanumanJi,Bhajan,छम छम नाचे वीर हनुमान,skipped_single_title_mismatch
HH_a6aRO1TE,sankat mochan naam tiharo,51,"51,487",Bhajan|HanumanJi,Bhajan|HanumanJi,Ashtakam|Bhajan|HanumanJayanti|Strength|Strotam|Success,संकट मोचन नाम तिहारो|संकट मोचन हनुमानाष्टक|संकटमोचन हनुमान अष्टक|हनुमान अष्टक|हनुमान अष्टकम,skipped_multi_title_map
eH89BxWg9P4,bajrang bali meri naav chali,52,"52,488",Bhajan|HanumanJi,Bhajan|HanumanJi,Bhajan|HanumanJayanti,बजरंग बली मेरी नाव चली,skipped_single_title_mismatch
Dlu4KGrnmZg,veer hanumana ati balwana,53,"53,489",Bhajan|HanumanJi,Bhajan|HanumanJi,Bhajan,वीर हनुमाना अति बलवाना,skipped_single_title_mismatch
IfpaqbjwW6Y,hanuman janm katha,54,"54,490",Katha|HanumanJi,Katha|HanumanJi,Katha,हनुमान जन्म कथा,skipped_single_title_mismatch
JGi64RoqZ9g,hanuman janm katha,57,"57,493",Katha|HanumanJi,Katha|HanumanJi,HanumanJayanti|Katha,हनुमान जनम कथा|हनुमान जन्म कथा,skipped_multi_title_map
Naruxgq6oMU,mool beej mantra,60,"60,496",Mantra|GaneshJi,Mantra|GaneshJi,Diwali|GaneshChaturthi|GaneshJi|Happiness|Knowledge|Mantra|Peace|Success,गणेश बीज|गणेश मंत्र|गणेश मूल मंत्र|गणेश विद्या मंत्र|बीज मंत्र|मूल बीज मंत्र,skipped_multi_title_map
dkVlpm1mKFI,ganesh gayatri,62,"62,238,498,961",Mantra|GaneshJi,Mantra|GaneshJi,Diwali|GaneshChaturthi|GaneshJi|Mantra,गणेश गायत्री|गणेश गायत्री मंत्र,skipped_multi_title_map
sHjD9ChjUsU,sankat nashak mantra,63,"63,499",Mantra|GaneshJi,Mantra|GaneshJi,GaneshJi|Mantra,संकट नाशक मंत्र,skipped_single_title_mismatch
PeYGaeORoOY,om vinayakaya namah,64,"64,236",Mantra|GaneshJi,Mantra|GaneshJi,GaneshJi|Mantra,ॐ विनायकाय नमः,skipped_single_title_mismatch
a5qd1rCqkvI,om lambodaray namah,65,"65,500",Mantra|GaneshJi,Mantra|GaneshJi,GaneshJi|Mantra,ॐ लम्बोदराय नमः,skipped_single_title_mismatch
Tssx17scqO4,ganesh atharvashirsha:,67,"67,501",Strotam|GaneshJi,Strotam|GaneshJi,GaneshChaturthi|GaneshJi|Strotam,गणेश अथर्वशीर्ष|गणेश अथर्वशीर्ष:,skipped_multi_title_map
aH2ipOQ1_bU,rinaharta ganesh stotra:,68,"68,502",Strotam|GaneshJi,Strotam|GaneshJi,GaneshJi|Strotam,ऋणहर्ता गणेश स्तोत्र|ऋणहर्ता गणेश स्तोत्र:,skipped_multi_title_map
av9FFShVYBU,shri ganesh kavach:,69,"69,503",Strotam|GaneshJi,Strotam|GaneshJi,GaneshChaturthi|GaneshJi|Strotam,गणेश कवच|श्री गणेश कवच:,skipped_multi_title_map
XhxvcnExPNQ,ganesh ashtottara shatanam stotra:,70,"70,504",Strotam|GaneshJi,Strotam|GaneshJi,GaneshJi|Strotam,गणेश अष्टोत्तर शतनाम स्तोत्र|गणेश अष्टोत्तर शतनाम स्तोत्र:,skipped_multi_title_map
udRgk50LOuA,mayureshwar stotra:,71,"71,505",Strotam|GaneshJi,Strotam|GaneshJi,GaneshJi|Strotam,मयूरेस्वर स्तोत्र|मयूरेस्वर स्तोत्र:,skipped_multi_title_map
WyHFSjN0miU,shri ganesh chalisa,72,"72,432,506",Chalisa|GaneshJi,Chalisa|GaneshJi,Chalisa|GaneshChaturthi|GaneshJi|Strength|Success|Wealth,गणेश चालीसा|श्री गणेश चालीसा,skipped_multi_title_map
vYFOV9nj-_w,shri ganeshpancharatnam,73,"73,507",Ashtakam|GaneshJi,Ashtakam|GaneshJi,Ashtakam|GaneshChaturthi|GaneshJi|Knowledge|Strotam,गणेश पंचरत्न स्तोत्र|श्री गणेश पञ्चरत्नम्|श्री गणेशपञ्चरत्नम्,skipped_multi_title_map
PHYOoKN1eRA,tulsidas krit shri ganesh stuti,74,"74,508",Stuti|GaneshJi,Stuti|GaneshJi,GaneshJi|Stuti,तुलसीदास कृत श्री गणेश स्तुति,skipped_single_title_mismatch
-ZrQZp2y3PQ,siddhivinayak stuti,75,"75,509",Stuti|GaneshJi,Stuti|GaneshJi,GaneshJi|Stuti,सिद्धिविनायक स्तुति,skipped_single_title_mismatch
2GQ7t3b3PIM,namami te gajananm,76,"76,510",Stuti|GaneshJi,Stuti|GaneshJi,GaneshJi|Stuti,नमामि ते गजाननं|श्री गणेश स्तुति,skipped_multi_title_map
Yuex2EnsGiY,jai ganesh jai ganesh deva,77,"77,511,980",Aarti|GaneshJi,Aarti|GaneshJi,Aarti|Bhajan|Diwali|GaneshJi|Janmashtami,जय गणेश जय गणेश देवा|जय गणेश देवा|श्री गणेश जी की आरती,skipped_multi_title_map
gFr5p5AyuD0,sukhakarta dukhaharta varta vighnachi,78,"78,512",Aarti|GaneshJi,Aarti|GaneshJi,Aarti|Bhajan|GaneshChaturthi|GaneshJi,सुखकर्ता दुखहर्ता|सुखकर्ता दुखहर्ता वार्ता विघ्नाची,skipped_multi_title_map
bo62sjQ0CmE,shendur lal chadhayo achchha gajmukh ko,79,"79,513",Aarti|GaneshJi,Aarti|GaneshJi,Aarti|Bhajan|GaneshChaturthi|GaneshJi,शेंदूर लाल चढ़ायो अच्छा गजमुख को|सिंदूर लाल चढ़ायो,skipped_multi_title_map
_NgJw_JU0N0,jai dev jai dev jai mangalmurti,80,"80,514",Aarti|GaneshJi,Aarti|GaneshJi,Aarti|GaneshJi,जय देव जय देव जय मंगलमूर्ती,skipped_single_title_mismatch
_oOQ5UYKAKo,aarti siddhivinayak ji ki,81,"81,515",Aarti|GaneshJi,Aarti|GaneshJi,Aarti|GaneshJi,आरती सिद्धिविनायक जी की,skipped_single_title_mismatch
ZswQ9qUMDTs,sankat har lo mangal kar do,88,"88,522",Bhajan|GaneshJi,Bhajan|GaneshJi,Bhajan|GaneshJi,संकट हर लो मंगल कर दो,skipped_single_title_mismatch
enalr0CvqVM,teri jai ho ganesh,89,"89,523",Bhajan|GaneshJi,Bhajan|GaneshJi,Bhajan|GaneshChaturthi|GaneshJi,तेरी जय हो गणेश,skipped_single_title_mismatch
BMHSi1dzXzs,he gauri nandan tumko vandan,90,"90,524",Bhajan|GaneshJi,Bhajan|GaneshJi,Bhajan|GaneshJi,हे गौरी नंदन तुमको वन्दन,skipped_single_title_mismatch
c6NhHI-nOW0,ganpati pehla tumhe pranam hai,92,"92,526",Bhajan|GaneshJi,Bhajan|GaneshJi,Bhajan|GaneshJi,गणपति पहला तुम्हे प्रणाम है,skipped_single_title_mismatch
fOWk1A27pKQ,gajanan maharaj padharo,93,"93,527",Bhajan|GaneshJi,Bhajan|GaneshJi,Bhajan|GaneshJi,गजानन महाराज पधारो,skipped_single_title_mismatch
yqzr0_-2XbQ,shri ganesh janm katha,94,"94,528",Katha|GaneshJi,Katha|GaneshJi,GaneshJi|Katha,श्री गणेश जन्म कथा,skipped_single_title_mismatch
Vb06G2bDFkE,dwadashakshar mantra,97,"97,531",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|VishnuJi,द्वादशाक्षर मंत्र,skipped_single_title_mismatch
BLn-f2DZN4Y,om namo narayanaya,98,"98,532",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|Peace|VishnuJi,नारायण मंत्र|ॐ नमो नारायणाय,skipped_multi_title_map
MuVrsDfgwI0,shriman narayan narayan hari hari,99,"99,123,533,557",Mantra|VishnuJi,Mantra|VishnuJi,Bhajan|Mantra|VishnuJi,श्रीमन नारायण नारायण हरी हरी,skipped_single_title_mismatch
U7WIOZyTEaQ,om vishnave namah,100,"100,534",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|VishnuJi,ॐ विष्णवे नमः,skipped_single_title_mismatch
erQ7OvBnfMY,om lakshmipataye namah,102,"102,536",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|VishnuJi,ॐ लक्ष्मीपतये नमः,skipped_single_title_mismatch
Uv2p2kTnlH8,vishnu gayatri,103,"103,537",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|VishnuJi,तन्नो विष्णुः प्रचोदयात्॥,skipped_single_title_mismatch
Im5TK-glA9M,shantakaram bhujagashayanam padmanabham suresham,104,"104,538",Mantra|VishnuJi,Mantra|VishnuJi,Happiness|Health|LoveAndRelationship|Mantra|Peace|Stuti|Success|VishnuJi,नारायण स्तुति|शान्ताकारं भुजगशयनं पद्मनाभं सुरेशं,skipped_multi_title_map
6Ncyh3vwtQI,om achyutaya namah,105,"105,539",Mantra|VishnuJi,Mantra|VishnuJi,Mantra|VishnuJi,ॐ अचुताय नमः,skipped_single_title_mismatch
zKC17254flc,vishnu sahasranama stotram:,106,"106,540",Strotam|VishnuJi,Strotam|VishnuJi,Strength|Strotam|VishnuJi,विष्णु सहस्रनाम|विष्णु सहस्रनाम स्तोत्रम्:,skipped_multi_title_map
3dmYdRgJsJ4,gajendra moksha stotra:,107,"107,541",Strotam|VishnuJi,Strotam|VishnuJi,Strotam|VishnuJi,गजेन्द्र मोक्ष स्तोत्र:,skipped_single_title_mismatch
EkAUXHqqaLk,lakshmi narayan stotra,108,"108,542,836",Strotam|VishnuJi,Strotam|VishnuJi,LoveAndRelationship|Strotam|VishnuJi,लक्ष्मी नारायण स्तोत्र,skipped_single_title_mismatch
kt9-B0uUmRY,vishnu panjar stotram,109,"109,543",Strotam|VishnuJi,Strotam|VishnuJi,Strotam|VishnuJi,विष्णु पंजर स्तोत्रम्,skipped_single_title_mismatch
vLP6gdiDbOU,narayan suktam,110,"110,544,801",Strotam|VishnuJi,Strotam|VishnuJi,Strotam|VishnuJi|Wealth,नारायण सुक्तम|नारायण सूक्तम,skipped_multi_title_map
yx_Koe1uOdI,vishnu bhujang prayat stotra,111,"111,545",Strotam|VishnuJi,Strotam|VishnuJi,Strotam|VishnuJi,विष्णु भुजंग प्रयात स्तोत्र,skipped_single_title_mismatch
gsHIPGDctJ0,shri hari stotram,112,"112,546",Strotam|VishnuJi,Strotam|VishnuJi,Peace|Strotam|VishnuJi,नारायण स्तोत्रम|श्री हरि स्तोत्रम्,skipped_multi_title_map
yPiSJP34-QM,vishnu chalisa,113,"113,547",Chalisa|VishnuJi,Chalisa|VishnuJi,Chalisa|VishnuJi,विष्णु चालीसा,skipped_single_title_mismatch
gy07mltqNRc,achyutashtakam,114,"114,548",Ashtakam|VishnuJi,Ashtakam|VishnuJi,Ashtakam|VishnuJi,अच्युताष्टकम,skipped_single_title_mismatch
XAxNnRPoyiU,shri vishnu stuti,115,"115,549",Stuti|VishnuJi,Stuti|VishnuJi,Diwali|Knowledge|Mantra|Stuti|VishnuJi,विष्णु वंदना|विष्णु स्तुति (शान्ताकारं..)|श्री विष्णु स्तुति,skipped_multi_title_map
NE3SWh9_vR4,om jai jagdish hare,116,"116,550,974,1000",Aarti|VishnuJi,Aarti|VishnuJi,Aarti|Diwali|Dussehra|Health|Janmashtami|Stuti|Success|VishnuJi,ओम जय जगदीश हरे|विष्णु स्तुति,skipped_multi_title_map
LG28JZIvNsc,namostvanantaya,117,"117,551",Shloka|VishnuJi,Shloka|VishnuJi,Shloka|VishnuJi,नमोऽस्त्वनन्ताय,skipped_single_title_mismatch
1AOgbhmP0ig,yada yada hi dharmasya,118,"118,308,552",Shloka|VishnuJi,Shloka|VishnuJi,KrishnaJi|Shloka|VishnuJi,यदा यदा ही धर्मस्य|यदा यदा ही धर्मस्य ग्लानिर्भवति भारत। अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम्॥,skipped_multi_title_map
CAc9h7oTjrM,kayena vacha,119,"119,553",Shloka|VishnuJi|PoojaKeSamay,Shloka|VishnuJi|PoojaKeSamay,PoojaKeSamay|Shloka|VishnuJi,अर्पण मंत्र|कायेन वाचा,skipped_multi_title_map
_TGfTsdHi0c,sashankhachakram sakiritakundalam,120,"120,554",Shloka|VishnuJi,Shloka|VishnuJi,Shloka|VishnuJi,सशंखचक्रं सकिरीटकुण्डलं,skipped_single_title_mismatch
JSVctoNlPKs,tvameva mata cha pita tvameva,121,"121,555,676",Shloka|VishnuJi,Shloka|VishnuJi,Mantra|Peace|Shloka|VishnuJi,त्वमेव माता च पिता त्वमेव,skipped_single_title_mismatch
3yczGKnskts,achyutam keshavam krishna damodaram,122,"122,312,556,983,1002",Bhajan|VishnuJi,Bhajan|VishnuJi,Bhajan|Diwali|Happiness|Health|Janmashtami|KrishnaJi|LoveAndRelationship|Mantra|Peace|Stuti|Success|VishnuJi,अच्युतम केशवम|अच्युतम केशवम कृष्ण दामोदरम,skipped_multi_title_map
ABNYMP9z8qk,namo namo shri narayan jai vaikunth bihari,124,"124,558",Bhajan|VishnuJi,Bhajan|VishnuJi,Bhajan|VishnuJi,नमो नमो श्री नारायण जय बैकुण्ड बिहारी,skipped_single_title_mismatch
-JYk923PASE,sare jahan ke malik tera hi aasra hai,125,"125,559",Bhajan|VishnuJi,Bhajan|VishnuJi,Bhajan|VishnuJi,सारे जहाँ के मालिक तेरा ही आसरा है,skipped_single_title_mismatch
Ylxbl767w_w,hari aa jao ek baar,126,"126,560",Bhajan|VishnuJi,Bhajan|VishnuJi,Bhajan|VishnuJi,हरी आ जाओ एक बार,skipped_single_title_mismatch
JCU2B7718PY,satyanarayan vrat katha:,127,"127,561",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,सत्यनारायण व्रत कथा:,skipped_single_title_mismatch
ib4O0n3PH8o,samudra manthan ki katha:,128,"128,562",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,समुद्र मंथन की कथा:,skipped_single_title_mismatch
URoRSBBZFgg,dashavatar katha:,129,"129,563",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,दशावतार कथा:,skipped_single_title_mismatch
HhLUl36i2gs,narsingh avatar aur prahlad ki katha,130,"130,564",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,नरसिंह अवतार और प्रह्लाद की कथा,skipped_single_title_mismatch
fDzcm2RKM4s,vaman avatar aur raja bali ki katha,131,"131,565",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,वामन अवतार और राजा बलि की कथा,skipped_single_title_mismatch
iZkxNZpqQ4s,vishnu ji aur mata lakshmi ke vivah ki katha,132,"132,566",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,विष्णु जी और माता लक्ष्मी के विवाह की कथा,skipped_single_title_mismatch
Ik_zhFLWVA0,shaligram banne ki katha,133,"133,567",Katha|VishnuJi,Katha|VishnuJi,Katha|LoveAndRelationship|VishnuJi,तुलसी-शालिग्राम|शालिग्राम बनने की कथा,skipped_multi_title_map
7_YKhtWKfX8,guruvar vrat katha,134,"134,568",Katha|VishnuJi,Katha|VishnuJi,Katha|VishnuJi,गुरुवार व्रत कथा,skipped_single_title_mismatch
bcs4geISuy0,mahalakshmi beej mantra,135,"135,569,668,782",Mantra|LakshmiJi,Mantra|LakshmiJi,Diwali|Happiness|LakshmiJi|Mantra|Peace|Success|Wealth,कुबेर मंत्र|महालक्ष्मी बीज मंत्र|महालक्ष्मी मंत्र|लक्ष्मी बीज मंत्र|लक्ष्मी मंत्र,skipped_multi_title_map
g_czAYo3MKQ,om shri mahalakshmyai namah,136,"136,570",Mantra|LakshmiJi,Mantra|LakshmiJi,LakshmiJi|Mantra|Wealth,लक्ष्मी मंत्र|ॐ श्री महालक्ष्म्यै नमः,skipped_multi_title_map
HeqiNrjiCfk,lakshmi gayatri mantra,137,"137,571",Mantra|LakshmiJi,Mantra|LakshmiJi,Diwali|LakshmiJi|Mantra|Wealth,महालक्ष्मी गायत्री|लक्ष्मी गायत्री|लक्ष्मी गायत्री मंत्र,skipped_multi_title_map
m8hvtU9Lzzk,shri siddha lakshmi mantra,138,"138,572",Mantra|LakshmiJi,Mantra|LakshmiJi,LakshmiJi|Mantra|Wealth,महालक्ष्मी मूल मंत्र|श्री सिद्ध लक्ष्मी मंत्र,skipped_multi_title_map
HkdHyXjagiU,om dhanaya namo namah,139,"139,573",Mantra|LakshmiJi,Mantra|LakshmiJi,LakshmiJi|Mantra,ॐ धनाय नमो नमः,skipped_single_title_mismatch
QI_N_P6aZ7s,sarvabadha nivaran mantra,140,"140,574",Mantra|LakshmiJi,Mantra|LakshmiJi,LakshmiJi|Mantra,सर्वबाधा निवारण मंत्र,skipped_single_title_mismatch
qR-PxhTOZXY,om hreem hreem shri lakshmi vasudevaya namah.,141,"141,575",Mantra|LakshmiJi,Mantra|LakshmiJi,LakshmiJi|Mantra,ॐ ह्रीं ह्रीं श्री लक्ष्मी वासुदेवाय नम:।,skipped_single_title_mismatch
OC7LQxuhQUU,shri suktam:,142,"142,576",Strotam|LakshmiJi|Navratri,Strotam|LakshmiJi|Navratri,Diwali|LakshmiJi|Mantra|Strotam|Stuti|Wealth,श्री सूक्तम|श्री सूक्तम:,skipped_multi_title_map
3Y1JGvieOBk,kanakadhara stotra:,143,"143,577",Strotam|LakshmiJi,Strotam|LakshmiJi,LakshmiJi|Strotam|Wealth,कनकधारा स्तोत्र|कनकधारा स्तोत्र:,skipped_multi_title_map
phOoGvDu_h4,lakshmi hridaya stotra,144,"144,578,797",Strotam|LakshmiJi,Strotam|LakshmiJi,LakshmiJi|Strotam|Wealth,लक्ष्मी हृदय स्तोत्र,skipped_single_title_mismatch
OvimStyyQWI,mahalakshmi kavach,145,"145,579,985",Strotam|LakshmiJi,Strotam|LakshmiJi,Diwali|LakshmiJi|Strotam,महालक्ष्मी कवच,skipped_single_title_mismatch
qb5EuozSWA0,ashtalakshmi stotra,146,"146,580,796",Strotam|LakshmiJi,Strotam|LakshmiJi,LakshmiJi|Strotam|Wealth,अष्टलक्ष्मी स्तोत्र,skipped_single_title_mismatch
HaRSDKZPQ3I,sarvadeva krit lakshmi stotra,147,"147,581",Strotam|LakshmiJi,Strotam|LakshmiJi,LakshmiJi|Strotam,सर्वदेव कृत लक्ष्मी स्तोत्र,skipped_single_title_mismatch
aLKLcvJZ2Hc,shri lakshmi chalisa,148,"148,433,582",Chalisa|LakshmiJi,Chalisa|LakshmiJi,Chalisa|Diwali|LakshmiJi|Strength|Success,लक्ष्मी चालीसा|श्री लक्ष्मी चालीसा,skipped_multi_title_map
7P7XuN_D2nQ,mahalakshmyashtakam,149,"149,583",Ashtakam|LakshmiJi,Ashtakam|LakshmiJi,Ashtakam|LakshmiJi,महालक्ष्म्यष्टकम्,skipped_single_title_mismatch
MMVH6vPr2mo,maha lakshmi stuti,150,"150,584",Stuti|LakshmiJi,Stuti|LakshmiJi,LakshmiJi|Stuti,महा लक्ष्मी स्तुति,skipped_single_title_mismatch
sIPwrMosN9k,mahalakshmi stavanam,151,"151,585",Stuti|LakshmiJi,Stuti|LakshmiJi,LakshmiJi|Stuti,महालक्ष्मी स्तवनम्,skipped_single_title_mismatch
0J1aNK16sFM,om jai lakshmi mata,152,"152,586",Aarti|LakshmiJi,Aarti|LakshmiJi,Aarti|LakshmiJi,ॐ जय लक्ष्मी माता,skipped_single_title_mismatch
RDWtngDhknA,namastestu mahamaye,153,"153,587",Shloka|LakshmiJi,Shloka|LakshmiJi,LakshmiJi|Shloka|Strotam|Wealth,नमस्तेऽस्तु महामाये श्रीपीठे सुरपूजिते। शङ्खचक्रगदाहस्ते महालक्ष्मि नमोऽस्तु ते|महालक्ष्मी अष्टकम,skipped_multi_title_map
gv8Q4rrkqWE,lakshmi amritwani,154,"154,588",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,लक्ष्मी अमृतवाणी,skipped_single_title_mismatch
5JMFiNOxejY,mere ghar aao maa lakshmi,155,"155,589",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,मेरे घर आओ मां लक्ष्मी,skipped_single_title_mismatch
w9vGn5lQMxU,maiya lakshmi deti dhan dhan hai,156,"156,590",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,मइया लक्ष्मी देती धन धान है,skipped_single_title_mismatch
H2r9M66CQPk,ghar mein padharo lakshmi maiya,157,"157,591",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,घर में पधारो लक्ष्मी मैया,skipped_single_title_mismatch
m3P-UtGt3Ts,lakshmi maiya hai tumse,158,"158,592",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,लक्ष्मी मैया है तुमसे,skipped_single_title_mismatch
aRHDmzWFPdo,shubh labh dhan vaibhav data jai,159,"159,593",Bhajan|LakshmiJi,Bhajan|LakshmiJi,Bhajan|LakshmiJi,शुभ लाभ धन वैभव दाता जय,skipped_single_title_mismatch
BL5lLnsLUrA,lakshmi ji ki avatar katha |,160,"160,594",Katha|LakshmiJi,Katha|LakshmiJi,Diwali|Katha|LakshmiJi,माता लक्ष्मी का अवतार|लक्ष्मी जी की अवतार कथा |,skipped_multi_title_map
UH-qlhvW7A4,vaibhav lakshmi vrat katha,161,"161,595",Katha|LakshmiJi,Katha|LakshmiJi,Katha|LakshmiJi,वैभव लक्ष्मी व्रत कथा,skipped_single_title_mismatch
PYhoZ9zUFNA,deepawali ki katha:,162,"162,596",Katha|LakshmiJi,Katha|LakshmiJi,Katha|LakshmiJi,दीपावली की कथा:,skipped_single_title_mismatch
W9GywBEmin0,maa lakshmi aur raja bali ki katha,163,"163,597",Katha|LakshmiJi,Katha|LakshmiJi,Katha|LakshmiJi,माँ लक्ष्मी और राजा बलि की कथा,skipped_single_title_mismatch
pTcdxwTWstI,shani vajra panjar kavacham,168,"168,598",Strotam|ShaniiDevJi,Strotam|ShaniiDevJi,ShaniiDevJi|Strotam,शनि वज्र पंजर कवचम्,skipped_single_title_mismatch
NqVQbkZNb3k,dashrathkrit shani stotra,169,"169,599",Strotam|ShaniiDevJi,Strotam|ShaniiDevJi,ShaniiDevJi|Strotam,दशरथकृत शनि स्तोत्र,skipped_single_title_mismatch
R-QTna2MvME,mahakal shani mrityunjaya stotra,170,"170,600",Strotam|ShaniiDevJi,Strotam|ShaniiDevJi,ShaniiDevJi|Strotam,महाकाल शनि मृत्युञ्जय स्तोत्र,skipped_single_title_mismatch
XiMzBSu9l6U,shani peedahar stotra,171,"171,601",Strotam|ShaniiDevJi,Strotam|ShaniiDevJi,ShaniiDevJi|Strotam,शनि पीडाहर स्तोत्र,skipped_single_title_mismatch
MJ14wONWjWg,shani chalisa,172,"172,730",Chalisa|ShaniiDevJi,Chalisa|ShaniiDevJi,Chalisa|ShaniiDevJi|Strength,शनि चालीसा,skipped_single_title_mismatch
v5zWGRCJV6c,shani stuti,174,"174,602",Stuti|ShaniiDevJi,Stuti|ShaniiDevJi,ShaniiDevJi|Stuti,शनि स्तुति,skipped_single_title_mismatch
2nGciKbBAMY,shani vandana:,175,"175,603",Stuti|ShaniiDevJi,Stuti|ShaniiDevJi,ShaniiDevJi|Stuti,शनि वंदना:,skipped_single_title_mismatch
7MhfQOgWMyc,shanaishwara shanaishwara,179,"179,604",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,शनैश्वरा शनैश्वरा,skipped_single_title_mismatch
o70xTR8t0H4,sachcha shanidev tera darbar,180,"180,605",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,सच्चा शनिदेव तेरा दरबार,skipped_single_title_mismatch
oepDHcPHWwc,shani ji kardo beda paar,181,"181,606",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,शनि जी करदो बेड़ा पार,skipped_single_title_mismatch
e3K3BREwxRQ,shri shanidev amritwani,182,"182,607",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,श्री शनिदेव अमृतवाणी,skipped_single_title_mismatch
UqQgZSu8bqg,shani dev tumhare charno mein,183,"183,608",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,शनि देव तुम्हारे चरणों में,skipped_single_title_mismatch
QtwtvLgJFzQ,shanidev tera jag mein ajab nazara hai,184,"184,609",Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,Bhajan|ShaniiDevJi,शनिदेव तेरा जग में अजब नजारा है,skipped_single_title_mismatch
SQcX9sUnkP4,shanidev ke janm ki mahan katha,185,"185,610",Katha|ShaniiDevJi,Katha|ShaniiDevJi,Katha|ShaniiDevJi,शनिदेव के जन्म की महान कथा,skipped_single_title_mismatch
8l77GDrFq-k,shanidev aur hanuman ji ki katha |,186,"186,611",Katha|ShaniiDevJi,Katha|ShaniiDevJi,Katha|ShaniiDevJi,शनिदेव और हनुमान जी की कथा |,skipped_single_title_mismatch
sNBJiXNxuZ0,shanivar vrat katha,187,"187,612",Katha|ShaniiDevJi,Katha|ShaniiDevJi,Katha|ShaniiDevJi,शनिवार व्रत कथा,skipped_single_title_mismatch
NYakpChmUb0,shri ram raksha stotra:,195,"195,613",Strotam|Ramji,Strotam|Ramji,Ramji|Strotam,श्री राम रक्षा स्तोत्र:,skipped_single_title_mismatch
invPCYDaWUE,aditya hridaya stotra:,196,"196,614",Strotam|Ramji,Strotam|Ramji,Dussehra|Health|RamNavami|Ramji|Strength|Strotam|Success,आदित्य हृदय स्तोत्र|आदित्य हृदय स्तोत्र:,skipped_multi_title_map
yeWPihxDQvA,shri ram sahasranama stotra,197,"197,615",Strotam|Ramji,Strotam|Ramji,Ramji|Strotam,श्री राम सहस्रनाम स्तोत्र,skipped_single_title_mismatch
9IqAtf_DTb8,nama ramayanam,198,"198,616",Strotam|Ramji,Strotam|Ramji,RamNavami|Ramji|Strotam,नाम रामायणम्,skipped_single_title_mismatch
rUmtjKs26dw,ram hridaya stotra,199,"199,617",Strotam|Ramji,Strotam|Ramji,Ramji|Strotam,राम हृदय स्तोत्र,skipped_single_title_mismatch
jxgpE4o0zoM,jatayu krit shri ram stotra,200,"200,618",Strotam|Ramji,Strotam|Ramji,Ramji|Strotam,जटायु कृत श्री राम स्तोत्र,skipped_single_title_mismatch
igJHuojQHeo,shri ramachandra kripalu bhaju man:,203,"203,619",Stuti|Ramji,Stuti|Ramji,Ramji|Stuti,श्री रामचंद्र कृपालु भजु मन:,skipped_single_title_mismatch
RlNJspksnbg,janki stuti,204,"204,620",Stuti|Ramji,Stuti|Ramji,LoveAndRelationship|Ramji|Stuti,जानकी स्तुति|सीता स्तुति,skipped_multi_title_map
