file,index,title_hi,title_en,urls,old_tags,new_tags,resolution
Mantra-Aur_audio_automation/new-tracks-payload.json,0,पंचाक्षरी मन्त्र,Panchakshari Mantra,https://youtu.be/bc1obsjb58c?si=oQIb1G1Fx1wOJ8Gw,Mantra|Peace|Shivji|Shloka|Strength|Wealth,Mantra|Shivji,title_match:1.000|line:5
Mantra-Aur_audio_automation/new-tracks-payload.json,1,महामृत्युंजय मंत्र,Mahamrityunjay Mantra,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343,Katha|Mantra|Peace|Shivji|Shloka|Strength|Wealth,Mantra|Shivji,title_match:1.000|line:6
Mantra-Aur_audio_automation/new-tracks-payload.json,2,रुद्र मंत्र,Rudra Mantra,https://youtu.be/iEAPaA9Yf1s?si=lGmdeqXsCqtQQzx1,Katha|Mantra|Shivji|Wealth,Mantra|Shivji,title_match:1.000|line:7
Mantra-Aur_audio_automation/new-tracks-payload.json,3,शिव गायत्री मंत्र,Shiv Gayatri Mantra,https://youtu.be/ytV08faCJwg?si=eXY_cZGO-FsueNS1,Katha|Mantra|Shivji|Wealth,Mantra|Shivji,title_match:1.000|line:8
Mantra-Aur_audio_automation/new-tracks-payload.json,4,शिव स्तुति मंत्र,Shiv Stuti Mantra,https://youtu.be/Ly_Md1OOyTE?si=nCT-_G7dkRiPuF7QQ,Katha|Mantra|Shivji|Shloka|Wealth,Mantra|Shivji,title_match:1.000|line:9
Mantra-Aur_audio_automation/new-tracks-payload.json,5,शिव तांडव स्तोत्रम (संक्षिप्त अंश - रावण रचित) [1],Shiv Tandav Stotram,https://youtu.be/S980-z1qx3g?si=skvwCt7XGHenuWbP,Katha|Shivji|Strength|Strotam|Wealth,Shivji|Strotam,title_match:1.000|line:12
Mantra-Aur_audio_automation/new-tracks-payload.json,6,शिव पंचाक्षर स्तोत्रम्:,Shiv Panchakshar Stotram:,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p,Shivji|Strotam|Wealth,Shivji|Strotam,title_match:1.000|line:21
Mantra-Aur_audio_automation/new-tracks-payload.json,9,शिव चालीसा,Shiv Chalisa,https://youtu.be/-mUoM-sSzkc?si=a3TP0d2Z_b5S-kCr,Chalisa|Shivji|Strength,Chalisa|Shivji,title_match:1.000|line:36
Mantra-Aur_audio_automation/new-tracks-payload.json,14,शिव शंकर को जिसने पूजा,Shiv Shankar Ko Jisne Puja,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc,Bhajan|Katha|Shivji|Stuti|Wealth,Bhajan|Shivji,title_match:1.000|line:58
Mantra-Aur_audio_automation/new-tracks-payload.json,28,हनुमान बीज मंत्र,Hanuman Beej Mantra,https://youtu.be/o5Uk1sxGBZU?si=aIuPQqmzIrromxMt,HanumanJi|Mantra|Strength,HanumanJi|Mantra,title_match:1.000|line:79
Mantra-Aur_audio_automation/new-tracks-payload.json,29,हनुमान गायत्री मंत्र:,Hanuman Gayatri Mantra:,https://youtu.be/AXDLxXIbxAs?si=LRLn7ZBIQYzSWhry,HanumanJi|Mantra|Shloka,HanumanJi|Mantra,title_match:1.000|line:80
Mantra-Aur_audio_automation/new-tracks-payload.json,30,मनोजवं मारुततुल्यवेगं मंत्र:,Manojavam Marutatulyavegam Mantra:,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q,HanumanJi|Katha|Mantra|Shloka|Strength|Stuti|Wealth,HanumanJi|Mantra,title_match:1.000|line:82
Mantra-Aur_audio_automation/new-tracks-payload.json,33,प्रमुख मंत्र:,Pramukh Mantra:,https://youtu.be/FUpzgvsWkL8?si=XDpQmK9jpt227gC0,HanumanJi|Katha|Mantra|Shloka|Wealth,HanumanJi|Mantra,title_match:1.000|line:88
Mantra-Aur_audio_automation/new-tracks-payload.json,39,हनुमान चालीसा,Hanuman Chalisa,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q,Chalisa|HanumanJi|Katha|Strength|Wealth,Chalisa|HanumanJi,title_match:1.000|line:107
Mantra-Aur_audio_automation/new-tracks-payload.json,40,संकटमोचन हनुमान अष्टक,Sankatmochan Hanuman Ashtak,https://youtu.be/HH_a6aRO1TE?si=oQ72oac9OI-c9FEL,Ashtakam|Bhajan|HanumanJi|Katha|Strength|Strotam|Wealth,Ashtakam|HanumanJi,title_match:1.000|line:111
Mantra-Aur_audio_automation/new-tracks-payload.json,41,"अतुलितबलधामं हेमशैलाभदेहं,","Atulitbaladhamam Hemashailabhadeham,",https://youtu.be/CIl1O1GwOfk?si=l5pF_ixmqVuHcdOn,HanumanJi|Katha|Shloka|Stuti|Wealth,HanumanJi|Stuti,title_match:1.000|line:114
Mantra-Aur_audio_automation/new-tracks-payload.json,42,आरती कीजै हनुमान लला की,Aarti Keeje Hanuman Lala Ki,https://youtu.be/r7GJ8GoGSD8?si=5vKJpH3tM6QoFwzl,Aarti|HanumanJi|Katha|Wealth,Aarti|HanumanJi,title_match:1.000|line:117
Mantra-Aur_audio_automation/new-tracks-payload.json,44,हनुमान गायत्री,Hanuman Gayatri,https://youtu.be/AXDLxXIbxAs?si=61Ag66LJRXixtINz,HanumanJi|Mantra|Shloka,HanumanJi|Shloka,title_match:1.000|line:123
Mantra-Aur_audio_automation/new-tracks-payload.json,47,अतुलितबलधामं श्लोक,Atulitbaladhamam Shlok,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN,HanumanJi|Katha|Shloka|Stuti|Wealth,HanumanJi|Stuti,title_match:0.333|line:114
Mantra-Aur_audio_automation/new-tracks-payload.json,48,दुनिया चले न श्री राम के बिना,Duniya Chale Na Shri Ram Ke Bina,https://youtu.be/sDhrWWWBQLI?si=x0qKB6U3A5R2FSQr,Bhajan|HanumanJi|Katha|Wealth,Bhajan|HanumanJi,title_match:1.000|line:132
Mantra-Aur_audio_automation/new-tracks-payload.json,49,हे दुख भंजन मारुति नंदन,He Dukh Bhanjan Maruti Nandan,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr,Bhajan|HanumanJi|Katha|Stuti|Wealth,Bhajan|HanumanJi,title_match:1.000|line:133
Mantra-Aur_audio_automation/new-tracks-payload.json,51,संकट मोचन नाम तिहारो,Sankat Mochan Naam Tiharo,https://youtu.be/HH_a6aRO1TE?si=rTY4-xxT-cJfpz4W,Ashtakam|Bhajan|HanumanJi|Katha|Strength|Strotam|Wealth,Bhajan|HanumanJi,title_match:1.000|line:135
Mantra-Aur_audio_automation/new-tracks-payload.json,52,बजरंग बली मेरी नाव चली,Bajrang Bali Meri Naav Chali,https://youtu.be/eH89BxWg9P4?si=5IOyC_otVc9JKSFd,Bhajan|HanumanJi|Katha|Wealth,Bhajan|HanumanJi,title_match:1.000|line:136
Mantra-Aur_audio_automation/new-tracks-payload.json,57,हनुमान जनम कथा,Hanuman Janm Katha,https://youtu.be/JGi64RoqZ9g?si=LzuKJAoqe1TsPcav,HanumanJi|Katha|Wealth,HanumanJi|Katha,title_match:1.000|line:143
Mantra-Aur_audio_automation/new-tracks-payload.json,60,मूल बीज मंत्र,Mool Beej Mantra,https://youtu.be/Naruxgq6oMU?si=FcMrbfkDJoW6MNjX,GaneshJi|Katha|Knowledge|Mantra|Peace|Shloka|Wealth,GaneshJi|Mantra,title_match:1.000|line:151
Mantra-Aur_audio_automation/new-tracks-payload.json,62,गणेश गायत्री,Ganesh Gayatri,https://youtu.be/dkVlpm1mKFI?si=crdKp9jnOOfpOZx7,GaneshJi|Katha|Mantra|Shloka|Wealth,GaneshJi|Mantra,title_match:1.000|line:154
Mantra-Aur_audio_automation/new-tracks-payload.json,66,श्री संकटनाशन गणेश स्तोत्र:,Shri Sankatnashan Ganesh Stotra:,https://youtu.be/aTFeZxXkL78?si=m5lUjY4i8013BWXj,GaneshJi|Katha|Strotam|Wealth,GaneshJi|Strotam,title_match:1.000|line:460
Mantra-Aur_audio_automation/new-tracks-payload.json,67,गणेश अथर्वशीर्ष:,Ganesh Atharvashirsha:,https://youtu.be/Tssx17scqO4?si=uOt96Cx7Sz5DPI5b,GaneshJi|Katha|Strotam|Wealth,GaneshJi|Strotam,title_match:1.000|line:164
Mantra-Aur_audio_automation/new-tracks-payload.json,69,श्री गणेश कवच:,Shri Ganesh Kavach:,https://youtu.be/av9FFShVYBU?si=Ad06fEsAnohtH32q,GaneshJi|Katha|Strotam|Wealth,GaneshJi|Strotam,title_match:1.000|line:170
Mantra-Aur_audio_automation/new-tracks-payload.json,72,श्री गणेश चालीसा,Shri Ganesh Chalisa,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB,Chalisa|GaneshJi|Katha|Strength|Wealth,Chalisa|GaneshJi,title_match:1.000|line:176
Mantra-Aur_audio_automation/new-tracks-payload.json,73,श्री गणेशपञ्चरत्नम्,Shri Ganeshpancharatnam,https://youtu.be/vYFOV9nj-_w?si=r49ExtqDfppGq1cg,Ashtakam|GaneshJi|Katha|Knowledge|Strotam|Wealth,Ashtakam|GaneshJi,title_match:1.000|line:179
Mantra-Aur_audio_automation/new-tracks-payload.json,77,जय गणेश जय गणेश देवा,Jai Ganesh Jai Ganesh Deva,https://youtu.be/Yuex2EnsGiY?si=SN2TjtMVVhHmp7gl,Aarti|GaneshJi|Katha|Shloka|Wealth,Aarti|GaneshJi,title_match:1.000|line:188
Mantra-Aur_audio_automation/new-tracks-payload.json,78,सुखकर्ता दुखहर्ता वार्ता विघ्नाची,Sukhakarta Dukhaharta Varta Vighnachi,https://youtu.be/gFr5p5AyuD0?si=QD5VW5nRGb8TXEFJ,Aarti|GaneshJi|Katha|Wealth,Aarti|GaneshJi,title_match:1.000|line:189
Mantra-Aur_audio_automation/new-tracks-payload.json,79,शेंदूर लाल चढ़ायो अच्छा गजमुख को,Shendur Lal Chadhayo Achchha Gajmukh Ko,https://youtu.be/bo62sjQ0CmE?si=t1lAn32pD2F23gVQ,Aarti|GaneshJi|Katha|Wealth,Aarti|GaneshJi,title_match:1.000|line:190
Mantra-Aur_audio_automation/new-tracks-payload.json,83,गजाननं श्लोक,Gajananm Shloka,https://youtu.be/6fl5JFL-SoA?si=uMzDR8I4B2c9dy8-,GaneshJi|Knowledge|Shloka|Stuti,Knowledge|Stuti,title_match:0.200|line:894
Mantra-Aur_audio_automation/new-tracks-payload.json,87,घर में पधारो,Ghar Mein Padharo,https://youtu.be/nLUmRxc6140?si=tDzujtf2OLcvCbDf,Bhajan|GaneshJi|Katha|Wealth,Katha|Wealth,title_match:0.600|line:1472
Mantra-Aur_audio_automation/new-tracks-payload.json,89,तेरी जय हो गणेश,Teri Jai Ho Ganesh,https://youtu.be/enalr0CvqVM?si=WMYDWThqcqx9a4pP,Bhajan|GaneshJi|Katha|Wealth,Bhajan|GaneshJi,title_match:1.000|line:204
Mantra-Aur_audio_automation/new-tracks-payload.json,98,ॐ नमो नारायणाय,Om Namo Narayanaya,https://youtu.be/BLn-f2DZN4Y?si=tdz0GGjNGQIWYzX4,Mantra|Peace|VishnuJi,Mantra|VishnuJi,title_match:1.000|line:220
Mantra-Aur_audio_automation/new-tracks-payload.json,99,श्रीमन नारायण नारायण हरी हरी,Shriman Narayan Narayan Hari Hari,https://youtu.be/MuVrsDfgwI0?si=TpM7uKaIrn00Acbk,Bhajan|Mantra|VishnuJi,Mantra|VishnuJi,title_match:1.000|line:221
Mantra-Aur_audio_automation/new-tracks-payload.json,104,शान्ताकारं भुजगशयनं पद्मनाभं सुरेशं,Shantakaram Bhujagashayanam Padmanabham Suresham,https://youtu.be/Im5TK-glA9M?si=HrtM-508EyU_APJO,Mantra|Peace|Stuti|VishnuJi|Wealth,Mantra|VishnuJi,title_match:1.000|line:227
Mantra-Aur_audio_automation/new-tracks-payload.json,106,विष्णु सहस्रनाम स्तोत्रम्:,Vishnu Sahasranama Stotram:,https://youtu.be/zKC17254flc?si=1RLal5iLIRaiuuMb,Strength|Strotam|VishnuJi,Strotam|VishnuJi,title_match:1.000|line:232
Mantra-Aur_audio_automation/new-tracks-payload.json,108,लक्ष्मी नारायण स्तोत्र,Lakshmi Narayan Stotra,https://youtu.be/EkAUXHqqaLk?si=c4jgf8zmawRwmVRl,Strotam|VishnuJi|Wealth,Strotam|VishnuJi,title_match:1.000|line:235
Mantra-Aur_audio_automation/new-tracks-payload.json,110,नारायण सुक्तम,Narayan Suktam,https://youtu.be/vLP6gdiDbOU?si=jO6MgHWC3vJEyRrd,Strotam|VishnuJi|Wealth,Strotam|VishnuJi,title_match:1.000|line:238
Mantra-Aur_audio_automation/new-tracks-payload.json,112,श्री हरि स्तोत्रम्,Shri Hari Stotram,https://youtu.be/gsHIPGDctJ0?si=0M-JKLTSQ47e8TaB,Peace|Strotam|VishnuJi,Strotam|VishnuJi,title_match:1.000|line:242
Mantra-Aur_audio_automation/new-tracks-payload.json,115,श्री विष्णु स्तुति,Shri Vishnu Stuti,https://youtu.be/XAxNnRPoyiU?si=SzEsaZlOfS48Hd-b,Knowledge|Shloka|Stuti|VishnuJi|Wealth,Stuti|VishnuJi,title_match:1.000|line:252
Mantra-Aur_audio_automation/new-tracks-payload.json,116,ओम जय जगदीश हरे,Om Jai Jagdish Hare,https://youtu.be/NE3SWh9_vR4?si=oJOVnsbkOB7Qxw5b,Aarti|Katha|Shloka|Stuti|VishnuJi|Wealth,Aarti|VishnuJi,title_match:1.000|line:256
Mantra-Aur_audio_automation/new-tracks-payload.json,118,यदा यदा ही धर्मस्य,Yada Yada Hi Dharmasya,https://youtu.be/1AOgbhmP0ig?si=41xOtRemY_fBbdT2,KrishnaJi|Shloka|VishnuJi,Shloka|VishnuJi,title_match:1.000|line:260
Mantra-Aur_audio_automation/new-tracks-payload.json,119,कायेन वाचा,Kayena Vacha,https://youtu.be/CAc9h7oTjrM?si=oeZgKcwyJsEpKqOo,Shloka|VishnuJi|PoojaKeSamay,Shloka|VishnuJi,title_match:1.000|line:261
Mantra-Aur_audio_automation/new-tracks-payload.json,121,त्वमेव माता च पिता त्वमेव,Tvameva Mata Cha Pita Tvameva,https://youtu.be/JSVctoNlPKs?si=W7kvcuUvTsv_KM5A,Peace|Shloka|VishnuJi,Shloka|VishnuJi,title_match:1.000|line:263
Mantra-Aur_audio_automation/new-tracks-payload.json,122,अच्युतम केशवम कृष्ण दामोदरम,Achyutam Keshavam Krishna Damodaram,https://youtu.be/3yczGKnskts?si=--z5nTrp4XW8mSRd,Bhajan|Chalisa|Katha|KrishnaJi|Peace|Shloka|Stuti|VishnuJi|Wealth,Bhajan|VishnuJi,title_match:1.000|line:266
Mantra-Aur_audio_automation/new-tracks-payload.json,123,श्रीमन नारायण नारायण हरी हरी,Shriman Narayan Narayan Hari Hari,https://youtu.be/MuVrsDfgwI0?si=ttg63rMJqtDATiJg,Bhajan|Mantra|VishnuJi,Mantra|VishnuJi,title_match:1.000|line:221
Mantra-Aur_audio_automation/new-tracks-payload.json,133,शालिग्राम बनने की कथा,Shaligram Banne Ki Katha,https://youtu.be/Ik_zhFLWVA0?si=cC6xuVXf48XoS0dP,Katha|VishnuJi|Wealth,Katha|VishnuJi,title_match:1.000|line:279
Mantra-Aur_audio_automation/new-tracks-payload.json,135,महालक्ष्मी बीज मंत्र,Mahalakshmi Beej Mantra,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf,Katha|LakshmiJi|Mantra|Peace|Shloka|Wealth,LakshmiJi|Mantra,title_match:1.000|line:286
Mantra-Aur_audio_automation/new-tracks-payload.json,136,ॐ श्री महालक्ष्म्यै नमः,Om Shri Mahalakshmyai Namah,https://youtu.be/g_czAYo3MKQ?si=gMXItXZe4oVrD-co,LakshmiJi|Mantra|Wealth,LakshmiJi|Mantra,title_match:1.000|line:287
Mantra-Aur_audio_automation/new-tracks-payload.json,137,लक्ष्मी गायत्री मंत्र,Lakshmi Gayatri Mantra,https://youtu.be/HeqiNrjiCfk?si=euAnm4LHlwCrPpSH,LakshmiJi|Mantra|Shloka|Wealth,LakshmiJi|Mantra,title_match:1.000|line:288
Mantra-Aur_audio_automation/new-tracks-payload.json,138,श्री सिद्ध लक्ष्मी मंत्र,Shri Siddha Lakshmi Mantra,https://youtu.be/m8hvtU9Lzzk?si=Y9IBp48e1VidVKd4,LakshmiJi|Mantra|Wealth,LakshmiJi|Mantra,title_match:1.000|line:289
Mantra-Aur_audio_automation/new-tracks-payload.json,142,श्री सूक्तम:,Shri Suktam:,https://youtu.be/OC7LQxuhQUU?si=Dk4q0uGOrbCSfm7I,LakshmiJi|Shloka|Strotam|Wealth,LakshmiJi|Strotam,title_match:1.000|line:295
Mantra-Aur_audio_automation/new-tracks-payload.json,143,कनकधारा स्तोत्र:,Kanakadhara Stotra:,https://youtu.be/3Y1JGvieOBk?si=wIIGJG8nmjPlyBfv,LakshmiJi|Strotam|Wealth,LakshmiJi|Strotam,title_match:1.000|line:297
Mantra-Aur_audio_automation/new-tracks-payload.json,144,लक्ष्मी हृदय स्तोत्र,Lakshmi Hridaya Stotra,https://youtu.be/phOoGvDu_h4?si=XKx4FvAb65DYm0Vv,LakshmiJi|Strotam|Wealth,LakshmiJi|Strotam,title_match:1.000|line:298
Mantra-Aur_audio_automation/new-tracks-payload.json,145,महालक्ष्मी कवच,Mahalakshmi Kavach,https://youtu.be/OvimStyyQWI?si=SwrQDOQ7f47RApTT,LakshmiJi|Shloka|Strotam|Wealth,LakshmiJi|Strotam,title_match:1.000|line:299
Mantra-Aur_audio_automation/new-tracks-payload.json,146,अष्टलक्ष्मी स्तोत्र,Ashtalakshmi Stotra,https://youtu.be/qb5EuozSWA0?si=1DOqyZO7j9BrmhKi,LakshmiJi|Strotam|Wealth,LakshmiJi|Strotam,title_match:1.000|line:300
Mantra-Aur_audio_automation/new-tracks-payload.json,148,श्री लक्ष्मी चालीसा,Shri Lakshmi Chalisa,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK,Chalisa|LakshmiJi|Shloka|Strength|Wealth,Chalisa|LakshmiJi,title_match:1.000|line:305
Mantra-Aur_audio_automation/new-tracks-payload.json,153,नमस्तेऽस्तु महामाये,Namastestu Mahamaye,https://youtu.be/RDWtngDhknA?si=6BoczvScrpmaOros,LakshmiJi|Shloka|Strotam|Wealth,LakshmiJi|Shloka,title_match:0.250|line:320
Mantra-Aur_audio_automation/new-tracks-payload.json,160,लक्ष्मी जी की अवतार कथा |,Lakshmi Ji Ki Avatar Katha |,https://youtu.be/BL5lLnsLUrA?si=tKilMUx3mU_eIVe5,Katha|LakshmiJi|Wealth,Katha|LakshmiJi,title_match:1.000|line:331
Mantra-Aur_audio_automation/new-tracks-payload.json,172,शनि चालीसा,Shani Chalisa,https://youtu.be/MJ14wONWjWg?si=DEpgPZC7NuC6rPgX,Chalisa|ShaniiDevJi|Strength,Chalisa|ShaniiDevJi,title_match:1.000|line:351
Mantra-Aur_audio_automation/new-tracks-payload.json,188,ॐ रामाय नमः,Om Ramaya Namah,https://youtu.be/CA8RcKyO0Y4?si=lQGTY9Ov96Uhu8JI,Katha|Mantra|Ramji|Wealth,Mantra|Ramji,title_match:1.000|line:385
Mantra-Aur_audio_automation/new-tracks-payload.json,189,ॐ राम रामाय नमः,Om Ram Ramaya Namah,https://youtu.be/-YVDlWff_5o?si=gNU9ViaghJWwBl-E,Katha|Mantra|Ramji|Wealth,Mantra|Ramji,title_match:1.000|line:386
Mantra-Aur_audio_automation/new-tracks-payload.json,190,श्री राम जय राम जय जय राम,Shri Ram Jai Ram Jai Jai Ram,https://youtu.be/-1udu-1LpOo?si=pmbGDDSFyq5uJhX0,Katha|Mantra|Peace|Ramji|Wealth,Mantra|Ramji,title_match:1.000|line:387
Mantra-Aur_audio_automation/new-tracks-payload.json,191,ॐ श्री रामचन्द्राय नमः,Om Shri Ramchandraya Namah,https://youtu.be/n_DeYZEy4Y4?si=wdZ7kUQSQ35qIs_5,Katha|Mantra|Ramji|Wealth,Mantra|Ramji,title_match:1.000|line:388
Mantra-Aur_audio_automation/new-tracks-payload.json,192,ॐ नमो भगवते रामचंद्राय,Om Namo Bhagavate Ramchandraya,https://youtu.be/sRjLbmFjjQ0?si=BflcnYp06jrhbI1r,Katha|Mantra|Ramji|Wealth,Mantra|Ramji,title_match:1.000|line:389
Mantra-Aur_audio_automation/new-tracks-payload.json,196,आदित्य हृदय स्तोत्र:,Aditya Hridaya Stotra:,https://youtu.be/invPCYDaWUE?si=0CRahD-R2NNXDnCu,Katha|Ramji|Strength|Strotam|Wealth,Ramji|Strotam,title_match:1.000|line:395
Mantra-Aur_audio_automation/new-tracks-payload.json,198,नाम रामायणम्,Nama Ramayanam,https://youtu.be/9IqAtf_DTb8?si=7qKSbxov-_kWaUeO,Katha|Ramji|Strotam|Wealth,Ramji|Strotam,title_match:1.000|line:398
Mantra-Aur_audio_automation/new-tracks-payload.json,201,श्री राम चालीसा,Shri Ram Chalisa,https://youtu.be/MoJw2s6q4P0?si=R2XibwgmtcN1lazL,Chalisa|Katha|Ramji|Strength|Wealth,Chalisa|Ramji,title_match:1.000|line:403
Mantra-Aur_audio_automation/new-tracks-payload.json,202,श्री राम अष्टकम,Shri Ram Ashtakam,https://youtu.be/EvfGBluQkSk?si=6DRbdUZBZsWzEX86,Ashtakam|Katha|Peace|Ramji|Wealth,Ashtakam|Ramji,title_match:1.000|line:406
Mantra-Aur_audio_automation/new-tracks-payload.json,204,जानकी स्तुति,Janki Stuti,https://youtu.be/RlNJspksnbg?si=jjexZNZPhPFgs0np,Ramji|Stuti|Wealth,Ramji|Stuti,title_match:1.000|line:410
Mantra-Aur_audio_automation/new-tracks-payload.json,213,"आपदामपहर्तारं दातारं सर्वसंपदाम्।
लोकाभिरामं श्रीरामं भूयो भूयो नमाम्यहम्॥","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA,Katha|Mantra|Ramji|Shloka|Strength|Strotam|Wealth,Ramji|Shloka,title_match:1.000|line:423
Mantra-Aur_audio_automation/new-tracks-payload.json,215,ठुमक चलत रामचंद्र बाजत पैंजनिया,Thumak Chalat Ramchandra Bajat Painjaniya,https://youtu.be/PT1CwFIoc98?si=xAYsyfQq1WC7E0z_,Bhajan|Katha|Ramji|Shloka|Wealth,Bhajan|Ramji,title_match:1.000|line:427
Mantra-Aur_audio_automation/new-tracks-payload.json,219,नगरी हो अयोध्या सी,Nagari Ho Ayodhya Si,https://youtu.be/ZkKStVgGEJY?si=LGnO8DtUL_iEf1ei,Bhajan|Katha|Ramji|Wealth,Bhajan|Ramji,title_match:1.000|line:431
Mantra-Aur_audio_automation/new-tracks-payload.json,220,राम जी की निकली सवारी,Ram Ji Ki Nikli Sawari,https://youtu.be/bZ-Zrc-GPoc?si=pLzw80vTt6ty2tJt,Bhajan|Katha|Ramji|Wealth,Bhajan|Ramji,title_match:1.000|line:432
Mantra-Aur_audio_automation/new-tracks-payload.json,222,राम नाम के हीरे मोती,Ram Naam Ke Heere Moti,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs,Bhajan|Chalisa|Katha|Ramji|Stuti|Wealth,Bhajan|Ramji,title_match:1.000|line:434
Mantra-Aur_audio_automation/new-tracks-payload.json,230,विजयादशमी - राम रावण अंतिम युद्ध की सम्पूर्ण कथा |,Vijayadashami - Ram Ravan Antim Yudh Ki Sampurn Katha |,https://youtu.be/MtbVsknZP-A?si=EpGnCXoRWCCtKUhi,Katha|Ramji|Wealth,Katha|Ramji,title_match:1.000|line:444
Mantra-Aur_audio_automation/new-tracks-payload.json,231,बीज मंत्र,Beej Mantra,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-,GaneshJi|Katha|Knowledge|Mantra|Peace|Shloka|Wealth,GaneshJi|Mantra,title_match:1.000|line:450
Mantra-Aur_audio_automation/new-tracks-payload.json,232,ॐ वक्रतुण्डाय हुम्,Om Vakratundaya Hum,https://youtu.be/cidhzMLBUPQ?si=fXMWhEu5ZeeOpj3l,GaneshJi|Katha|Mantra|Wealth,GaneshJi|Mantra,title_match:1.000|line:451
Mantra-Aur_audio_automation/new-tracks-payload.json,238,गणेश गायत्री,Ganesh Gayatri,https://youtu.be/dkVlpm1mKFI?si=vJFkS8R3-PMxX_Ji,GaneshJi|Katha|Mantra|Shloka|Wealth,GaneshJi|Mantra,title_match:1.000|line:154
Mantra-Aur_audio_automation/new-tracks-payload.json,239,श्री संकटनाशन गणेश स्तोत्र,Shri Sankatnashan Ganesh Stotra,https://youtu.be/aTFeZxXkL78?si=HFj5YBPqHTqebgZi,GaneshJi|Katha|Strotam|Wealth,GaneshJi|Strotam,title_match:1.000|line:460
Mantra-Aur_audio_automation/new-tracks-payload.json,240,गणेश अथर्वशीर्ष,Ganesh Atharvashirsha,https://youtu.be/Tssx17scqO4?si=WWEOC-sAGbJPwWoB,GaneshJi|Katha|Strotam|Wealth,GaneshJi|Strotam,title_match:1.000|line:164
Mantra-Aur_audio_automation/new-tracks-payload.json,246,गणेश चालीसा,Ganesh Chalisa,https://youtu.be/WyHFSjN0miU?si=C2PbbebEskn6KqLR,Chalisa|GaneshJi|Katha|Strength|Wealth,Chalisa|GaneshJi,title_match:1.000|line:471
Mantra-Aur_audio_automation/new-tracks-payload.json,247,गणेश अष्टकम,Ganesh Ashtakam,https://youtu.be/BhrCfQ0xyp8?si=Y8ihF6eLhRKE0QZ1,Ashtakam|GaneshJi|Katha|Wealth,Ashtakam|GaneshJi,title_match:1.000|line:474
Mantra-Aur_audio_automation/new-tracks-payload.json,253,श्री गणेश जी की आरती,Shri Ganesh Ji Ki Aarti,https://youtu.be/Yuex2EnsGiY?si=0_Pq00ZXiWo3JeVx,Aarti|GaneshJi|Katha|Shloka|Wealth,Aarti|GaneshJi,title_match:1.000|line:486
Mantra-Aur_audio_automation/new-tracks-payload.json,260,ॐ श्रीं गं सौभाग्य गणपतये वर्वर्द सर्वजन्म में वषमान्य स्वाहा,Om Shreem Gam Saubhagya Ganapataye Varvarada Sarvajanma Me Vashamanya Swaha,https://youtu.be/nbfyD78Dke0?si=--jK-lqu9SvtXhzK,GaneshJi|Katha|Shloka|Wealth,GaneshJi|Shloka,title_match:1.000|line:496
Mantra-Aur_audio_automation/new-tracks-payload.json,262,मौर्या रे बाप्पा मौर्या रे,Maurya Re Bappa Maurya Re,https://youtu.be/8jff2wz3Hpk?si=QNsZeRhwDjGRQ5Hs,Bhajan|GaneshJi|Katha|Wealth,Bhajan|GaneshJi,title_match:1.000|line:500
Mantra-Aur_audio_automation/new-tracks-payload.json,263,गजानना श्री गणराया,Gajanana Shri Ganaraya,https://youtu.be/fV8WIzEHD-E?si=QoCkMznHOJj-qUjD,Bhajan|GaneshJi|Katha|Wealth,Bhajan|GaneshJi,title_match:1.000|line:501
Mantra-Aur_audio_automation/new-tracks-payload.json,265,गणपति अपने गाँव चले,Ganpati Apne Gaon Chale,https://youtu.be/wiIJr3qihaQ?si=-f9FdXR6zpC7iHDa,Bhajan|GaneshJi|Katha|Wealth,Bhajan|GaneshJi,title_match:1.000|line:503
Mantra-Aur_audio_automation/new-tracks-payload.json,266,"मेरे मन मंदिर में तुम भगवान रहे,",Mere Man Mandir Mein Tum Bhagwan Rahe,https://youtu.be/GiUkwTxsaYA?si=tAnNkeZ1LrxBim0v,Bhajan|GaneshJi|Katha|Wealth,Bhajan|GaneshJi,title_match:1.000|line:504
Mantra-Aur_audio_automation/new-tracks-payload.json,277,मुक्ति मंत्र,Mukti Mantra,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx,Katha|KrishnaJi|Mantra|Shloka|Wealth,KrishnaJi|Mantra,title_match:1.000|line:521
