rowIndex,topLevel,genre,nameCleanData,titleEnBhajanAudio,namesMatch,videoId,youtubeUrl
647,LoveAndRelationship,Katha,Radha-Krishna Prem Katha,Radha-Krishna Prem Katha,True,8YDJARGajec,https://youtu.be/8YDJARGajec?si=iem_4YeFPsUqCp1l
648,LoveAndRelationship,Katha,Shiv-Parvati Vivah,Shiv-Parvati Vivah,True,ln8em1Dc5Zs,https://youtu.be/ln8em1Dc5Zs?si=GN2klf1iS7VLEqzm
649,LoveAndRelationship,Katha,Ram-Sita Vanvas Katha,Ram-Sita Vanvas Katha,True,_zWa1AjW_C4,https://youtu.be/_zWa1AjW_C4?si=iIy5LCzFbQXUxqlq
650,LoveAndRelationship,Katha,Rukmini Haran Katha,Rukmini Haran Katha,True,-AbMZAESCQI,https://youtu.be/-AbMZAESCQI?si=de-o6-JvfKhPqhZn
651,LoveAndRelationship,Katha,Nal-Damayanti Katha,Nal-Damayanti Katha,True,LJ2zEAAVQ3A,https://youtu.be/LJ2zEAAVQ3A?si=inoRE1raZrjW1xQH
652,LoveAndRelationship,Katha,Kamdev-Rati Katha,Kamdev-Rati Katha,True,mj8aJ-MkKrI,https://youtu.be/mj8aJ-MkKrI?si=pOm1dpBVOCj_WZ59
653,LoveAndRelationship,Katha,Satyabhama-Krishna Katha,Satyabhama-Krishna Katha,True,MPCopbetzis,https://youtu.be/MPCopbetzis?si=13kpUoLdLfBEG4Ba
654,LoveAndRelationship,Katha,Usha-Aniruddh Katha,Usha-Aniruddh Katha,True,ap8oVmjD3xY,https://youtu.be/ap8oVmjD3xY?si=9uYb0-Hyab8tDv9-
655,LoveAndRelationship,Katha,Subhadra-Arjun Vivah,Subhadra-Arjun Vivah,True,vyukL1WLoIs,https://youtu.be/vyukL1WLoIs?si=wbOWNri_5mDOH6-D
656,LoveAndRelationship,Katha,Shaligram Banne Ki Katha,Shaligram Banne Ki Katha,True,Ik_zhFLWVA0,https://youtu.be/Ik_zhFLWVA0?si=VDJeXDG4eTL8qrcf
657,LoveAndRelationship,Katha,Hanuman-Ram Bhakti,Hanuman-Ram Bhakti,True,e3tWzWydNeY,https://youtu.be/e3tWzWydNeY?si=0XBD9T2ROK6zls0j
658,Happiness,Mantra,Gayatri Mantra,Gayatri Mantra,True,nwRoHC83wx0,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE
659,Happiness,Mantra,Mahamrityunjay Mantra,Mahamrityunjay Mantra,True,OV9LXGOXjgs,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343
660,Happiness,Mantra,Mahamantra,Mahamantra,True,Zdcth9NndEA,https://youtu.be/Zdcth9NndEA?si=cBoFKjOpIFF2NbjP
661,Happiness,Mantra,Mool Beej Mantra,Mool Beej Mantra,True,Naruxgq6oMU,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-
662,Happiness,Mantra,Shanti Mantra,Shanti Mantra,True,iRVIbOMymj0,https://youtu.be/iRVIbOMymj0?si=p9yfDWWAsb63wtMq
663,Happiness,Mantra,Shiv Panchakshar,Shiv Panchakshar,True,AK-fDVxDV6A,https://youtube.com/shorts/AK-fDVxDV6A?si=hJqXBNcFgGpUmF7A
664,Happiness,Mantra,Mahalakshmi Beej Mantra,Mahalakshmi Beej Mantra,True,bcs4geISuy0,https://youtu.be/bcs4geISuy0?si=-BYP11FJGKAQ7fk3
665,Happiness,Mantra,Hanuman Mantra,Hanuman Mantra,True,Zagf46kv7p8,https://youtu.be/Zagf46kv7p8?si=adpqwJ6tLsIAHHr0
666,Happiness,Mantra,Shri Krishnaya Sharanam Mama,Shri Krishnaya Sharanam Mama,True,1y2tRqtND1Y,https://youtu.be/1y2tRqtND1Y?si=wVq_YTMXmSeZFrYr
667,Happiness,Mantra,Narayan Kavach,Narayan Kavach,True,BBV0HQI3NB4,https://youtu.be/BBV0HQI3NB4?si=hqwyrr6ZWl8nXuSc
668,Happiness,Mantra,Buddha Mantra,Buddha Mantra,True,ntpeQR7K0PI,https://youtu.be/ntpeQR7K0PI?si=4_9jjQ1cbxYs7wRa
669,Happiness,Stuti,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
670,Happiness,Stuti,Shiv Stuti,Shiv Stuti,True,Nod_i0EKVRw,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF
671,Happiness,Stuti,Ganesh Stuti,Ganesh Stuti,True,agqwzb3YzQ0,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK
672,Happiness,Stuti,Shantakaram Bhujagashayanam Padmanabham Suresham,Shantakaram Bhujagashayanam Padmanabham Suresham,True,Im5TK-glA9M,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA
673,Happiness,Stuti,Saraswati Stuti,Saraswati Stuti,True,Njc1Hu6WPDU,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg
674,Happiness,Stuti,"Atulitbaladhamam Hemashailabhadeham,","Atulitbaladhamam Hemashailabhadeham,",True,CIl1O1GwOfk,https://youtu.be/CIl1O1GwOfk?si=S3QRakW4DlnGi8eb
675,Happiness,Stuti,Durga Stuti,Durga Stuti,True,1kskWmG_u5Q,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88
676,Happiness,Stuti,Katyayani Mantra,Katyayani Mantra,True,6YC07U56lEE,https://youtu.be/6YC07U56lEE?si=yMIUoQan-D0osO7O
677,Happiness,Stuti,Shri Krishna Stuti,Shri Krishna Stuti,True,f_tCqLX6GNU,https://youtu.be/f_tCqLX6GNU?si=g9esdPlr_XnbbTWa
678,Happiness,Bhajan,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE
679,Happiness,Bhajan,Radhe Radhe Barsane Wali,Radhe Radhe Barsane Wali,True,61EGpAy4Ids,https://youtu.be/61EGpAy4Ids?si=N2hWEO1airA1nztA
680,Happiness,Bhajan,Aisi Lagi Lagan,Aisi Lagi Lagan,True,dnCE-kSHES0,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB
681,Happiness,Bhajan,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
682,Happiness,Bhajan,Kishori Kuch Aisa Intazam,Kishori Kuch Aisa Intazam,True,1B048qCYGJY,https://youtu.be/1B048qCYGJY?si=vGtXpybJT19itVNr
683,Happiness,Bhajan,Yashomati Maiya Se Bole,Yashomati Maiya Se Bole,True,RIYVVqu2XY4,https://youtu.be/RIYVVqu2XY4?si=zZcShWvTzV_kAWCQ
684,Happiness,Bhajan,Ram Naam Ke Heere Moti,Ram Naam Ke Heere Moti,True,6BJR_j4FHz4,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs
685,Happiness,Bhajan,Shyama Aan Baso,Shyama Aan Baso,True,XtTG7iT7H3g,https://youtu.be/XtTG7iT7H3g?si=QwuObktBmdhoY9ZT
686,Happiness,Bhajan,Meethe Ras Se Bharyo Ri,Meethe Ras Se Bharyo Ri,True,w8piP6I3VS0,https://youtu.be/w8piP6I3VS0?si=wbezH3AAc4y4WBwb
687,Happiness,Bhajan,Bhar De Re Shyam Jholi,Bhar De Re Shyam Jholi,True,aT9TP5CrLJg,https://youtu.be/aT9TP5CrLJg?si=3F3TthXHK_-4sHAJ
688,Happiness,Bhajan,O Palanhare,O Palanhare,True,kbMinfmC3E0,https://youtu.be/kbMinfmC3E0?si=EORk1j1UQxAqRLLu
689,Happiness,Bhajan,Mera Aapki Kripa Se,Mera Aapki Kripa Se,True,C9EespXQCGE,https://youtu.be/C9EespXQCGE?si=IyEpmHHsEOLzOuXF
690,Happiness,Bhajan,Chhoti Chhoti Gaiya Chhote Chhote Gwal,Chhoti Chhoti Gaiya Chhote Chhote Gwal,True,XzqJUoSDHZU,https://youtu.be/XzqJUoSDHZU?si=8-LAQkUg8tq7ov6T
691,Happiness,Shloka,Shanti Shlok,Shanti Shlok,True,uCiRodyfM_8,https://youtube.com/shorts/uCiRodyfM_8?si=PN-Mn7CrHYKViZK_
692,Happiness,Shloka,Samarpan Shlok,Samarpan Shlok,True,J6nx86MKzeA,https://youtube.com/shorts/J6nx86MKzeA?si=Ma4-zWFrTo-M-52R
693,Happiness,Shloka,Ganesha Shlok,Ganesha Shlok,True,1mCkCzBIvDo,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw
694,Happiness,Shloka,Shiv Shlok,Shiv Shlok,True,IPmuTHmizWo,https://youtube.com/shorts/IPmuTHmizWo?si=XZ2PxqPnPCnTi9QR
695,Happiness,Shloka,Guru Shlok,Guru Shlok,True,fGShWlmiDyE,https://youtube.com/shorts/fGShWlmiDyE?si=sHBTIs2BRo6Bf0Pj
696,Happiness,Shloka,Saraswati Shlok,Saraswati Shlok,True,Asb3NCYzDnM,https://youtube.com/shorts/Asb3NCYzDnM?si=2Ip-bhoGeriuglXN
697,Happiness,Shloka,Prabhat Shlok,Prabhat Shlok,True,hGMBqByQYjc,https://youtube.com/shorts/hGMBqByQYjc?si=Q7qr-LXZlCVp8TGA
698,Happiness,Shloka,Mangal Shlok,Mangal Shlok,True,IpnEpKR9Qrs,https://youtube.com/shorts/IpnEpKR9Qrs?si=oblu0Y1NfxniQt1B
699,Happiness,Shloka,Bhakti Shlok,Bhakti Shlok,True,Z6qY7bZI3jk,https://youtube.com/shorts/Z6qY7bZI3jk?si=dLnC6mUncXWL2P2K
700,Happiness,Shloka,Manojavam Marutatulyavegam Mantra:,Manojavam Marutatulyavegam Mantra:,True,iWd6VAWduZg,https://youtu.be/iWd6VAWduZg?si=qrMcv4ayCSmC3X_q
701,Health,Mantra,Mahamrityunjay Mantra,Mahamrityunjay Mantra,True,OV9LXGOXjgs,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343
702,Health,Mantra,Surya Arogya Mantra,Surya Arogya Mantra,True,FOzo1SxVxAg,https://youtu.be/FOzo1SxVxAg?si=dVlzuPfVGyDEcJtC
703,Health,Mantra,Prana Mudra Mantra,Prana Mudra Mantra,True,g7rBhaAT04A,https://youtu.be/g7rBhaAT04A?si=YFuq2iT7ASAzdrcz
704,Health,Mantra,Rog Nashak Mantra,Rog Nashak Mantra,True,MJwg2dRnBeQ,https://youtu.be/MJwg2dRnBeQ?si=fQFON7tpoz66jfCP
705,Health,Mantra,Pramukh Mantra:,Pramukh Mantra:,True,FUpzgvsWkL8,https://youtu.be/FUpzgvsWkL8?si=qjtBffQzDjZu3rmc
706,Health,Mantra,Ashwini Kumar Mantra,Ashwini Kumar Mantra,True,j8l2aX86Ouk,https://youtu.be/j8l2aX86Ouk?si=1JGWEjb8YcyEDR9R
707,Health,Mantra,Saubhagya Prapti Hetu,Saubhagya Prapti Hetu,True,OKRVaXU01kI,https://youtu.be/OKRVaXU01kI?si=JiW7DxUS6igTBq2G
708,Health,Mantra,Shiv Arogya Mantra,Shiv Arogya Mantra,True,e7KzbCXk1lE,https://youtu.be/e7KzbCXk1lE?si=giRiDC8Uht1ntqGk
709,Health,Mantra,Gayatri Mantra,Gayatri Mantra,True,nwRoHC83wx0,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE
710,Health,Mantra,Narayan Kavach Ansh,Narayan Kavach Ansh,True,DwFMQONuLhE,https://youtu.be/DwFMQONuLhE?si=uBOqcwcFYUeGy5XH
711,Health,Strotam,Aditya Hridaya Stotra:,Aditya Hridaya Stotra:,True,invPCYDaWUE,https://youtu.be/invPCYDaWUE?si=-cwsyKTg-INmshaY
712,Health,Strotam,Vaidyanath Stotra,Vaidyanath Stotra,True,OVWlwCHMr-I,https://youtu.be/OVWlwCHMr-I?si=NYeN8K3tAw9sLKXY
713,Health,Strotam,Dhanvantari Stotra,Dhanvantari Stotra,True,0VO5vBiYG6I,https://youtu.be/0VO5vBiYG6I?si=17_Cg59qnta9EBNI
714,Health,Strotam,"Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",True,y-Xv63obhKI,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA
715,Health,Strotam,Shri Sankatnashan Ganesh Stotra:,Shri Sankatnashan Ganesh Stotra:,True,aTFeZxXkL78,https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn
716,Health,Strotam,Mrityunjaya Stotra,Mrityunjaya Stotra,True,vgu91Z4kXpk,https://youtu.be/vgu91Z4kXpk?si=iF5pe0X3rmAEvthK
717,Health,Strotam,Durga Apaduddharak Stotra,Durga Apaduddharak Stotra,True,VpkLjMDcucg,https://youtu.be/VpkLjMDcucg?si=2-MzQkTgTAUVFDs-
718,Health,Strotam,Hanuman Bahuk,Hanuman Bahuk,True,EWCkUAY-0OU,https://youtu.be/EWCkUAY-0OU?si=rSwJp2NDWgWtLUZB
719,Health,Strotam,Surya Mandal Stotra,Surya Mandal Stotra,True,32TGOFRIVmE,https://youtu.be/32TGOFRIVmE?si=LwFbGvQnd3VmykMC
720,Health,Strotam,Narayan Kavach,Narayan Kavach,True,BBV0HQI3NB4,https://youtu.be/BBV0HQI3NB4?si=LjPC9hE-1m_fAsBa
721,Health,Stuti,Shiv Stuti,Shiv Stuti,True,Nod_i0EKVRw,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF
722,Health,Stuti,"Atulitbaladhamam Hemashailabhadeham,","Atulitbaladhamam Hemashailabhadeham,",True,CIl1O1GwOfk,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN
723,Health,Stuti,Surya Stuti,Surya Stuti,True,BIK_VYd2RQw,https://youtu.be/BIK_VYd2RQw?si=XrxIX1rsAAm4V_V9
724,Health,Stuti,Sarvamangala Mangalye,Sarvamangala Mangalye,True,Yof1Vrh5TK0,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c
725,Health,Stuti,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
726,Health,Stuti,Ganesh Stuti,Ganesh Stuti,True,agqwzb3YzQ0,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK
727,Health,Stuti,Shantakaram Bhujagashayanam Padmanabham Suresham,Shantakaram Bhujagashayanam Padmanabham Suresham,True,Im5TK-glA9M,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA
728,Health,Stuti,Om Jai Jagdish Hare,Om Jai Jagdish Hare,True,NE3SWh9_vR4,https://youtu.be/NE3SWh9_vR4?si=z8FGFGAzZeFHBd2I
729,Health,Stuti,Lakshmi Stuti,Lakshmi Stuti,True,yfYUZ6juevk,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9
730,Health,Stuti,Saraswati Stuti,Saraswati Stuti,True,Njc1Hu6WPDU,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg
731,Health,Bhajan,He Dukh Bhanjan Maruti Nandan,He Dukh Bhanjan Maruti Nandan,True,n4fZknyZlsk,https://youtu.be/n4fZknyZlsk?si=W6avmHz2Bl7IEuMr
732,Health,Bhajan,Naam Hai Tera Taranhara,Naam Hai Tera Taranhara,True,MwqOns-5qN0,https://youtu.be/MwqOns-5qN0?si=t1dRusMdyzjIqXAz
733,Health,Bhajan,Kitna Pyara Hai Shringar,Kitna Pyara Hai Shringar,True,WocBegF7_p0,https://youtu.be/WocBegF7_p0?si=LcPrq90-IixgpXKt
734,Health,Bhajan,Mera Aapki Kripa Se,Mera Aapki Kripa Se,True,C9EespXQCGE,https://youtu.be/C9EespXQCGE?si=IyEpmHHsEOLzOuXF
735,Health,Bhajan,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE
736,Health,Bhajan,O Palanhare,O Palanhare,True,kbMinfmC3E0,https://youtu.be/kbMinfmC3E0?si=EORk1j1UQxAqRLLu
737,Health,Bhajan,Ram Naam Ke Heere Moti,Ram Naam Ke Heere Moti,True,6BJR_j4FHz4,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs
738,Health,Bhajan,Itni Shakti Humein Dena Data,Itni Shakti Humein Dena Data,True,3EnLaJKhO2A,https://youtu.be/3EnLaJKhO2A?si=7gCDpVLnLz5KZhbG
739,Health,Bhajan,Shiv Shankar Ko Jisne Puja,Shiv Shankar Ko Jisne Puja,True,w7HbgKcQS_w,https://youtu.be/w7HbgKcQS_w?si=KCJVUE_VkpIA8tKc
740,Health,Bhajan,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
741,Health,Shloka,Saubhagya Prapti Hetu,Saubhagya Prapti Hetu,True,OKRVaXU01kI,https://youtu.be/OKRVaXU01kI?si=iCg0c1WVrhyIyDez
742,Health,Shloka,Dhanvantari Shlok,Dhanvantari Shlok,True,XznbEuVKbnM,https://youtu.be/XznbEuVKbnM?si=LcYYZQU9j-q5szJI
743,Health,Shloka,Mahamrityunjay Mantra,Mahamrityunjay Mantra,True,OV9LXGOXjgs,https://youtu.be/OV9LXGOXjgs?si=0izGm1eYkmBS0343
744,Health,Shloka,Pramukh Mantra:,Pramukh Mantra:,True,FUpzgvsWkL8,https://youtu.be/FUpzgvsWkL8?si=IR8jegQlpVL8NtTl
745,Health,Shloka,Shanti Shlok,Shanti Shlok,True,uCiRodyfM_8,https://youtube.com/shorts/uCiRodyfM_8?si=PN-Mn7CrHYKViZK_
746,Health,Shloka,Ashwini Kumar Mantra,Ashwini Kumar Mantra,True,j8l2aX86Ouk,https://youtu.be/j8l2aX86Ouk?si=dHrlQKdAK2KKrQCo
747,Health,Shloka,Rog Nashak Mantra,Rog Nashak Mantra,True,MJwg2dRnBeQ,https://youtu.be/MJwg2dRnBeQ?si=tgA7oiR_v6rXAlZV
748,Health,Shloka,Vishnu Healing,Vishnu Healing,True,ngn4Rfu1ZJU,https://youtu.be/ngn4Rfu1ZJU?si=tAl2MMlPP8oVmFi7
749,Health,Shloka,Prana Shlok,Prana Shlok,True,qaWHPvFHMTQ,https://youtu.be/qaWHPvFHMTQ?si=AB1sQ2t8QpP0RPjR
750,Health,Shloka,Bhojan Arogya,Bhojan Arogya,True,rtuZZ6pqlW8,https://youtu.be/rtuZZ6pqlW8?si=FtlMEVq6H4tdgQEQ
751,Success,Mantra,Mool Beej Mantra,Mool Beej Mantra,True,Naruxgq6oMU,https://youtu.be/Naruxgq6oMU?si=xqSFGrw15ZFcqKY-
752,Success,Mantra,Mahalakshmi Beej Mantra,Mahalakshmi Beej Mantra,True,bcs4geISuy0,https://youtu.be/bcs4geISuy0?si=iIlUMsgUwP0VAQdf
753,Success,Mantra,Gayatri Mantra,Gayatri Mantra,True,nwRoHC83wx0,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE
754,Success,Mantra,Saraswati Mantra,Saraswati Mantra,True,-NqX8zOZ62w,https://youtu.be/-NqX8zOZ62w?si=DWcjvgR9t3KYkz-D
755,Success,Mantra,Hanuman Mantra,Hanuman Mantra,True,Zagf46kv7p8,https://youtu.be/Zagf46kv7p8?si=adpqwJ6tLsIAHHr0
756,Success,Mantra,Surya Pragya Mantra,Surya Pragya Mantra,True,kOgaTaFcgjU,https://youtu.be/kOgaTaFcgjU?si=JDvMuvOFUXbD0Icu
757,Success,Mantra,Mukti Mantra,Mukti Mantra,True,felGgBmnx-I,https://youtu.be/felGgBmnx-I?si=YoB5C1tli8tX3Kpx
758,Success,Mantra,Kartikeya Mantra,Kartikeya Mantra,True,5arZWUzAQ2U,https://youtu.be/5arZWUzAQ2U?si=t1dIPuKyuZOw08Cb
759,Success,Mantra,Durga Stuti,Durga Stuti,True,1kskWmG_u5Q,https://youtu.be/1kskWmG_u5Q?si=NtjDNiRY45StpS88
760,Success,Mantra,Kuber Mantra,Kuber Mantra,True,IKGvPex_NQM,https://youtu.be/IKGvPex_NQM?si=xMEMFFJwC-anq-r8
761,Success,Strotam,Aditya Hridaya Stotra:,Aditya Hridaya Stotra:,True,invPCYDaWUE,https://youtu.be/invPCYDaWUE?si=-cwsyKTg-INmshaY
762,Success,Strotam,Shri Sankatnashan Ganesh Stotra:,Shri Sankatnashan Ganesh Stotra:,True,aTFeZxXkL78,https://youtu.be/aTFeZxXkL78?si=HaE-tYiH834XPpXn
763,Success,Strotam,Mahalakshmi Ashtakam,Mahalakshmi Ashtakam,True,7BEYmt8EeX8,https://youtube.com/shorts/7BEYmt8EeX8?si=kqi58ODFW_qjBs1A
764,Success,Strotam,"Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.","Apadamapahartaram Dataram Sarvasampadam.
Lokabhiramam Shriramam Bhuyo Bhuyo Namamyaham.",True,y-Xv63obhKI,https://youtu.be/y-Xv63obhKI?si=M5eZNo40oYpESgJA
765,Success,Strotam,Shri Suktam,Shri Suktam,True,8hbV_LQKvv0,https://youtube.com/shorts/8hbV_LQKvv0?si=k4cFAIlX83ys0rDI
766,Success,Strotam,Bajrang Baan,Bajrang Baan,True,h1lT6cxwsPw,https://youtu.be/h1lT6cxwsPw?si=KdhV4ABeZuxVKiuY
767,Success,Strotam,Saraswati Stotra,Saraswati Stotra,True,log_B4nMkH0,https://youtu.be/log_B4nMkH0?si=T7hhpGvgFFSaNdjq
768,Success,Strotam,Narayan Kavach,Narayan Kavach,True,BBV0HQI3NB4,https://youtu.be/BBV0HQI3NB4?si=LjPC9hE-1m_fAsBa
769,Success,Strotam,Shiv Panchakshar Stotram:,Shiv Panchakshar Stotram:,True,3rJ4HVA9cII,https://youtu.be/3rJ4HVA9cII?si=euKFMGNZX2c0rt5p
770,Success,Strotam,Sankatmochan Hanuman Ashtak,Sankatmochan Hanuman Ashtak,True,HH_a6aRO1TE,https://youtu.be/HH_a6aRO1TE?si=k0J6WxtRY4t4yhi1
771,Success,Stuti,Ganesh Stuti,Ganesh Stuti,True,agqwzb3YzQ0,https://youtu.be/agqwzb3YzQ0?si=XnSUpCXTo4pmEzDK
772,Success,Stuti,Shri Ramchandra Kripalu,Shri Ramchandra Kripalu,True,leVoi6kkp3o,https://youtu.be/leVoi6kkp3o?si=v3atP52xIcpUEFs8
773,Success,Stuti,"Atulitbaladhamam Hemashailabhadeham,","Atulitbaladhamam Hemashailabhadeham,",True,CIl1O1GwOfk,https://youtu.be/CIl1O1GwOfk?si=0PLRHfGike1eIJPN
774,Success,Stuti,Saraswati Stuti,Saraswati Stuti,True,Njc1Hu6WPDU,https://youtu.be/Njc1Hu6WPDU?si=2e_xq2AoGxLJomUg
775,Success,Stuti,Lakshmi Stuti,Lakshmi Stuti,True,yfYUZ6juevk,https://youtu.be/yfYUZ6juevk?si=txXjqTklefjUdFv9
776,Success,Stuti,Surya Stuti,Surya Stuti,True,BIK_VYd2RQw,https://youtu.be/BIK_VYd2RQw?si=XrxIX1rsAAm4V_V9
777,Success,Stuti,Shiv Stuti,Shiv Stuti,True,Nod_i0EKVRw,https://youtu.be/Nod_i0EKVRw?si=dnGltyIGNaTvUMWF
778,Success,Stuti,Shantakaram Bhujagashayanam Padmanabham Suresham,Shantakaram Bhujagashayanam Padmanabham Suresham,True,Im5TK-glA9M,https://youtu.be/Im5TK-glA9M?si=9nkexVkWvXGF3cUA
779,Success,Stuti,Sarvamangala Mangalye,Sarvamangala Mangalye,True,Yof1Vrh5TK0,https://youtu.be/Yof1Vrh5TK0?si=s3diaEG-5Tn4r_2c
780,Success,Stuti,Om Jai Jagdish Hare,Om Jai Jagdish Hare,True,NE3SWh9_vR4,https://youtu.be/NE3SWh9_vR4?si=z8FGFGAzZeFHBd2I
781,Success,Chalisa,Hanuman Chalisa,Hanuman Chalisa,True,AETFvQonfV8,https://youtu.be/AETFvQonfV8?si=YezmW2nYi76Eoi6Q
782,Success,Chalisa,Shri Ganesh Chalisa,Shri Ganesh Chalisa,True,WyHFSjN0miU,https://youtu.be/WyHFSjN0miU?si=pCUb4V5RltoNG-DB
783,Success,Chalisa,Shri Lakshmi Chalisa,Shri Lakshmi Chalisa,True,aLKLcvJZ2Hc,https://youtu.be/aLKLcvJZ2Hc?si=LghSz9KgBnH3YqXK
784,Success,Chalisa,Shri Durga Chalisa,Shri Durga Chalisa,True,fsMzgFMMGxA,https://youtu.be/fsMzgFMMGxA?si=vMcngDgu3vYUf4te
785,Success,Chalisa,Shri Saraswati Chalisa,Shri Saraswati Chalisa,True,jRjRip7JyjM,https://youtu.be/jRjRip7JyjM?si=cMhmyBbA48bP47eA
786,Success,Bhajan,Itni Shakti Humein Dena Data,Itni Shakti Humein Dena Data,True,3EnLaJKhO2A,https://youtu.be/3EnLaJKhO2A?si=7gCDpVLnLz5KZhbG
787,Success,Bhajan,Ram Naam Ke Heere Moti,Ram Naam Ke Heere Moti,True,6BJR_j4FHz4,https://youtu.be/6BJR_j4FHz4?si=hRLU-bLSvuuKWHgs
788,Success,Bhajan,Aisi Lagi Lagan,Aisi Lagi Lagan,True,dnCE-kSHES0,https://youtu.be/dnCE-kSHES0?si=cYpIjXtwIhaE19YB
789,Success,Bhajan,O Palanhare,O Palanhare,True,kbMinfmC3E0,https://youtu.be/kbMinfmC3E0?si=EORk1j1UQxAqRLLu
790,Success,Bhajan,Mera Aapki Kripa Se,Mera Aapki Kripa Se,True,C9EespXQCGE,https://youtu.be/C9EespXQCGE?si=IyEpmHHsEOLzOuXF
791,Success,Bhajan,Humko Man Ki Shakti Dena,Humko Man Ki Shakti Dena,True,kLsTGj_BrzA,https://youtu.be/kLsTGj_BrzA?si=ayltyP-BnUnCaP9h
792,Success,Bhajan,Jag Mein Sundar Hain Do Naam,Jag Mein Sundar Hain Do Naam,True,d-jNUB84poM,https://youtu.be/d-jNUB84poM?si=9KzaBmCLsS10eoyb
793,Success,Bhajan,Achyutam Keshavam Krishna Damodaram,Achyutam Keshavam Krishna Damodaram,True,3yczGKnskts,https://youtu.be/3yczGKnskts?si=FvdBzJon0L1sUzSE
794,Success,Bhajan,Prabhu Ji Tum Chandan Hum Paani,Prabhu Ji Tum Chandan Hum Paani,True,mhK03kecgr0,https://youtu.be/mhK03kecgr0?si=Sngj8gaqnxIXRDkx
795,Success,Bhajan,Jai Hanuman Gyan Gun Sagar,Jai Hanuman Gyan Gun Sagar,True,HSmjdnH8gQs,https://youtu.be/HSmjdnH8gQs?si=o6UWgxSp3h1GflBN
796,Success,Shloka,Karmanyevadhikaraste,Karmanyevadhikaraste,True,m0VD0vSXNXQ,https://youtu.be/m0VD0vSXNXQ?si=rYvcj8atb4ReJtxk
797,Success,Shloka,Vijay Shlok,Vijay Shlok,True,b-NuoK3gfuc,https://youtube.com/shorts/b-NuoK3gfuc?si=PHObrCIYkVvrbSJ6
798,Success,Shloka,Ganesha Shlok,Ganesha Shlok,True,1mCkCzBIvDo,https://youtube.com/shorts/1mCkCzBIvDo?si=gbomNeAXomyRR6Xw
799,Success,Shloka,Gayatri Mantra,Gayatri Mantra,True,nwRoHC83wx0,https://youtu.be/nwRoHC83wx0?si=f1Akd4C3BSvXNJaE
