Deity,Category,Title EN,Assigned Image,Match Logic
HanumanJayanti,Mantra,राम-दूत मंत्र,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Mantra,Hanuman Buddhi Stuti,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,Bajrang Baan,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,सुंदरकांड,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,हनुमान बाहुक,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,श्री हनुमत् स्तवन,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,मारुति स्तोत्र,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,एकमुखी हनुमत् कवच,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,पंचमुखी हनुमान कवच,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Strotam,हनुमान साठिका,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Bhajan,बालाजी अच्छा लागे से,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Bhajan,हनुमान जब चले,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Bhajan,राम जी का नाम लेकर,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
HanumanJayanti,Katha,हनुमान जयंती कथा,https://ddappcdn.techxr.co/ShubhDarshan/Thumbnails/BhajanThumbnails/Default/Default.webp,Default
